id,c_municipio,c_estado,descripcion
catalogo_municipio596,022,OAX,Cosoltepec
catalogo_municipio597,022,PUE,Atzitzihuacán
catalogo_municipio598,022,SLP,Moctezuma
catalogo_municipio599,022,SON,Cucurpe
catalogo_municipio600,022,TAM,Matamoros
catalogo_municipio601,022,TLA,Acuamanala de Miguel Hidalgo
catalogo_municipio602,022,VER,Atzacan
catalogo_municipio603,022,YUC,Chikindzonot
catalogo_municipio604,022,ZAC,Juan Aldama
catalogo_municipio605,023,COA,Ocampo
catalogo_municipio606,023,CHH,Galeana
catalogo_municipio607,023,CHP,Chamula
catalogo_municipio608,023,DUR,Pueblo Nuevo
catalogo_municipio609,023,GRO,Cuajinicuilapa
catalogo_municipio610,023,GUA,Pénjamo
catalogo_municipio611,023,HID,Francisco I. Madero
catalogo_municipio612,023,JAL,Zapotlán el Grande
catalogo_municipio613,023,MEX,Coyotepec
catalogo_municipio614,023,MIC,Chavinda
catalogo_municipio615,023,MOR,Tlalnepantla
catalogo_municipio616,023,NLE,General Treviño
catalogo_municipio617,023,OAX,Cuilápam de Guerrero
catalogo_municipio618,023,PUE,Atzitzintla
catalogo_municipio619,023,SLP,Rayón
catalogo_municipio620,023,SON,Cumpas
catalogo_municipio621,023,TAM,Méndez
catalogo_municipio622,023,TLA,Natívitas
catalogo_municipio623,023,VER,Atzalan
catalogo_municipio624,023,YUC,Chocholá
catalogo_municipio625,023,ZAC,Juchipila
catalogo_municipio626,024,COA,Parras
catalogo_municipio627,024,CHH,Santa Isabel
catalogo_municipio628,024,CHP,Chanal
catalogo_municipio629,024,DUR,Rodeo
catalogo_municipio630,024,GRO,Cualác
catalogo_municipio631,024,GUA,Pueblo Nuevo
catalogo_municipio632,024,HID,Huasca de Ocampo
catalogo_municipio633,024,JAL,Cocula
catalogo_municipio634,024,MEX,Cuautitlán
catalogo_municipio635,024,MIC,Cherán
catalogo_municipio636,024,MOR,Tlaltizapán de Zapata
catalogo_municipio637,024,NLE,General Zaragoza
catalogo_municipio638,024,OAX,Cuyamecalco Villa de Zaragoza
catalogo_municipio639,024,PUE,Axutla
catalogo_municipio640,024,SLP,Rioverde
catalogo_municipio641,024,SON,Divisaderos
catalogo_municipio642,024,TAM,Mier
catalogo_municipio643,024,TLA,Panotla
catalogo_municipio644,024,VER,Tlaltetela
catalogo_municipio645,024,YUC,Chumayel
catalogo_municipio646,024,ZAC,Loreto
catalogo_municipio647,025,COA,Piedras Negras
catalogo_municipio648,025,CHH,Gómez Farías
catalogo_municipio649,025,CHP,Chapultenango
catalogo_municipio650,025,DUR,San Bernardo
catalogo_municipio651,025,GRO,Cuautepec
catalogo_municipio652,025,GUA,Purísima del Rincón
catalogo_municipio653,025,HID,Huautla
catalogo_municipio654,025,JAL,Colotlán
catalogo_municipio655,025,MEX,Chalco
catalogo_municipio656,025,MIC,Chilchota
catalogo_municipio657,025,MOR,Tlaquiltenango
catalogo_municipio658,025,NLE,General Zuazua
catalogo_municipio659,025,OAX,Chahuites
catalogo_municipio660,025,PUE,Ayotoxco de Guerrero
catalogo_municipio661,025,SLP,Salinas
catalogo_municipio662,025,SON,Empalme
catalogo_municipio663,025,TAM,Miguel Alemán
catalogo_municipio664,025,TLA,San Pablo del Monte
catalogo_municipio665,025,VER,Ayahualulco
catalogo_municipio666,025,YUC,Dzán
catalogo_municipio667,025,ZAC,Luis Moya
catalogo_municipio668,026,COA,Progreso
catalogo_municipio669,026,CHH,Gran Morelos
catalogo_municipio670,026,CHP,Chenalhó
catalogo_municipio671,026,DUR,San Dimas
catalogo_municipio672,026,GRO,Cuetzala del Progreso
catalogo_municipio673,026,GUA,Romita
catalogo_municipio674,026,HID,Huazalingo
catalogo_municipio675,026,JAL,Concepción de Buenos Aires
catalogo_municipio676,026,MEX,Chapa de Mota
catalogo_municipio677,026,MIC,Chinicuila
catalogo_municipio678,026,MOR,Tlayacapan
catalogo_municipio679,026,NLE,Guadalupe
catalogo_municipio680,026,OAX,Chalcatongo de Hidalgo
catalogo_municipio681,026,PUE,Calpan
catalogo_municipio682,026,SLP,San Antonio
catalogo_municipio683,026,SON,Etchojoa
catalogo_municipio684,026,TAM,Miquihuana
catalogo_municipio685,026,TLA,Santa Cruz Tlaxcala
catalogo_municipio686,026,VER,Banderilla
catalogo_municipio687,026,YUC,Dzemul
catalogo_municipio688,026,ZAC,Mazapil
catalogo_municipio689,027,COA,Ramos Arizpe
catalogo_municipio690,027,CHH,Guachochi
catalogo_municipio691,027,CHP,Chiapa de Corzo
catalogo_municipio692,027,DUR,San Juan de Guadalupe
catalogo_municipio693,027,GRO,Cutzamala de Pinzón
catalogo_municipio694,027,GUA,Salamanca
catalogo_municipio695,027,HID,Huehuetla
catalogo_municipio696,027,JAL,Cuautitlán de García Barragán
catalogo_municipio697,027,MEX,Chapultepec
catalogo_municipio698,027,MIC,Chucándiro
catalogo_municipio699,027,MOR,Totolapan
catalogo_municipio700,027,NLE,Los Herreras
catalogo_municipio701,027,OAX,Chiquihuitlán de Benito Juárez
catalogo_municipio702,027,PUE,Caltepec
catalogo_municipio703,027,SLP,San Ciro de Acosta
catalogo_municipio704,027,SON,Fronteras
catalogo_municipio705,027,TAM,Nuevo Laredo
catalogo_municipio706,027,TLA,Tenancingo
catalogo_municipio707,027,VER,Benito Juárez
catalogo_municipio708,027,YUC,Dzidzantún
catalogo_municipio709,027,ZAC,Melchor Ocampo
catalogo_municipio710,028,COA,Sabinas
catalogo_municipio711,028,CHH,Guadalupe
catalogo_municipio712,028,CHP,Chiapilla
catalogo_municipio713,028,DUR,San Juan del Río
catalogo_municipio714,028,GRO,Chilapa de Álvarez
catalogo_municipio715,028,GUA,Salvatierra
catalogo_municipio716,028,HID,Huejutla de Reyes
catalogo_municipio717,028,JAL,Cuautla
catalogo_municipio718,028,MEX,Chiautla
catalogo_municipio719,028,MIC,Churintzio
catalogo_municipio720,028,MOR,Xochitepec
catalogo_municipio721,028,NLE,Higueras
catalogo_municipio722,028,OAX,Heroica Ciudad de Ejutla de Crespo
catalogo_municipio723,028,PUE,Camocuautla
catalogo_municipio724,028,SLP,San Luis Potosí
catalogo_municipio725,028,SON,Granados
catalogo_municipio726,028,TAM,Nuevo Morelos
catalogo_municipio727,028,TLA,Teolocholco
catalogo_municipio728,028,VER,Boca del Río
catalogo_municipio729,028,YUC,Dzilam de Bravo
catalogo_municipio730,028,ZAC,Mezquital del Oro
catalogo_municipio731,029,COA,Sacramento
catalogo_municipio732,029,CHH,Guadalupe y Calvo
catalogo_municipio733,029,CHP,Chicoasén
catalogo_municipio734,029,DUR,San Luis del Cordero
catalogo_municipio735,029,GRO,Chilpancingo de los Bravo
catalogo_municipio736,029,GUA,San Diego de la Unión
catalogo_municipio737,029,HID,Huichapan
catalogo_municipio738,029,JAL,Cuquío
catalogo_municipio739,029,MEX,Chicoloapan
catalogo_municipio740,029,MIC,Churumuco
catalogo_municipio741,029,MOR,Yautepec
catalogo_municipio742,029,NLE,Hualahuises
catalogo_municipio743,029,OAX,Eloxochitlán de Flores Magón
catalogo_municipio744,029,PUE,Caxhuacan
catalogo_municipio745,029,SLP,San Martín Chalchicuautla
catalogo_municipio746,029,SON,Guaymas
catalogo_municipio747,029,TAM,Ocampo
catalogo_municipio748,029,TLA,Tepeyanco
catalogo_municipio749,029,VER,Calcahualco
catalogo_municipio750,029,YUC,Dzilam González
catalogo_municipio751,029,ZAC,Miguel Auza
catalogo_municipio752,030,COA,Saltillo
catalogo_municipio753,030,CHH,Guazapares
catalogo_municipio754,030,CHP,Chicomuselo
catalogo_municipio755,030,DUR,San Pedro del Gallo
catalogo_municipio756,030,GRO,Florencio Villarreal
catalogo_municipio757,030,GUA,San Felipe
catalogo_municipio758,030,HID,Ixmiquilpan
catalogo_municipio759,030,JAL,Chapala
catalogo_municipio760,030,MEX,Chiconcuac
catalogo_municipio761,030,MIC,Ecuandureo
catalogo_municipio762,030,MOR,Yecapixtla
catalogo_municipio763,030,NLE,Iturbide
catalogo_municipio764,030,OAX,El Espinal
catalogo_municipio765,030,PUE,Coatepec
catalogo_municipio766,030,SLP,San Nicolás Tolentino
catalogo_municipio767,030,SON,Hermosillo
catalogo_municipio768,030,TAM,Padilla
catalogo_municipio769,030,TLA,Terrenate
catalogo_municipio770,030,VER,Camerino Z. Mendoza
catalogo_municipio771,030,YUC,Dzitás
catalogo_municipio772,030,ZAC,Momax
catalogo_municipio773,031,COA,San Buenaventura
catalogo_municipio774,031,CHH,Guerrero
catalogo_municipio775,031,CHP,Chilón
catalogo_municipio776,031,DUR,Santa Clara
catalogo_municipio777,031,GRO,General Canuto A. Neri
catalogo_municipio778,031,GUA,San Francisco del Rincón
catalogo_municipio779,031,HID,Jacala de Ledezma
catalogo_municipio780,031,JAL,Chimaltitán
catalogo_municipio781,031,MEX,Chimalhuacán
catalogo_municipio782,031,MIC,Epitacio Huerta
catalogo_municipio783,031,MOR,Zacatepec
catalogo_municipio784,031,NLE,Juárez
catalogo_municipio785,031,OAX,Tamazulápam del Espíritu Santo
catalogo_municipio786,031,PUE,Coatzingo
catalogo_municipio787,031,SLP,Santa Catarina
catalogo_municipio788,031,SON,Huachinera
catalogo_municipio789,031,TAM,Palmillas
catalogo_municipio790,031,TLA,Tetla de la Solidaridad
catalogo_municipio791,031,VER,Carrillo Puerto
catalogo_municipio792,031,YUC,Dzoncauich
catalogo_municipio793,031,ZAC,Monte Escobedo
catalogo_municipio794,032,COA,San Juan de Sabinas
catalogo_municipio795,032,CHH,Hidalgo del Parral
catalogo_municipio796,032,CHP,Escuintla
catalogo_municipio797,032,DUR,Santiago Papasquiaro
catalogo_municipio798,032,GRO,General Heliodoro Castillo
catalogo_municipio799,032,GUA,San José Iturbide
catalogo_municipio800,032,HID,Jaltocán
catalogo_municipio801,032,JAL,Chiquilistlán
catalogo_municipio802,032,MEX,Donato Guerra
catalogo_municipio803,032,MIC,Erongarícuaro
catalogo_municipio804,032,MOR,Zacualpan
catalogo_municipio805,032,NLE,Lampazos de Naranjo
catalogo_municipio806,032,OAX,Fresnillo de Trujano
catalogo_municipio807,032,PUE,Cohetzala
catalogo_municipio808,032,SLP,Santa María del Río
catalogo_municipio809,032,SON,Huásabas
catalogo_municipio810,032,TAM,Reynosa
catalogo_municipio811,032,TLA,Tetlatlahuca
catalogo_municipio812,032,VER,Catemaco
catalogo_municipio813,032,YUC,Espita
catalogo_municipio814,032,ZAC,Morelos
catalogo_municipio815,033,COA,San Pedro
catalogo_municipio816,033,CHH,Huejotitán
catalogo_municipio817,033,CHP,Francisco León
catalogo_municipio818,033,DUR,Súchil
catalogo_municipio819,033,GRO,Huamuxtitlán
catalogo_municipio820,033,GUA,San Luis de la Paz
catalogo_municipio821,033,HID,Juárez Hidalgo
catalogo_municipio822,033,JAL,Degollado
catalogo_municipio823,033,MEX,Ecatepec de Morelos
catalogo_municipio824,033,MIC,Gabriel Zamora
catalogo_municipio825,033,MOR,Temoac
catalogo_municipio826,033,NLE,Linares
catalogo_municipio827,033,OAX,Guadalupe Etla
catalogo_municipio828,033,PUE,Cohuecan
catalogo_municipio829,033,SLP,Santo Domingo
catalogo_municipio830,033,SON,Huatabampo
catalogo_municipio831,033,TAM,Río Bravo
catalogo_municipio832,033,TLA,Tlaxcala
catalogo_municipio833,033,VER,Cazones de Herrera
catalogo_municipio834,033,YUC,Halachó
catalogo_municipio835,033,ZAC,Moyahua de Estrada
catalogo_municipio836,034,COA,Sierra Mojada
catalogo_municipio837,034,CHH,Ignacio Zaragoza
catalogo_municipio838,034,CHP,Frontera Comalapa
catalogo_municipio839,034,DUR,Tamazula
catalogo_municipio840,034,GRO,Huitzuco de los Figueroa
catalogo_municipio841,034,GUA,Santa Catarina
catalogo_municipio842,034,HID,Lolotla
catalogo_municipio843,034,JAL,Ejutla
catalogo_municipio844,034,MEX,Ecatzingo
catalogo_municipio845,034,MIC,Hidalgo
catalogo_municipio846,034,NLE,Marín
catalogo_municipio847,034,OAX,Guadalupe de Ramírez
catalogo_municipio848,034,PUE,Coronango
catalogo_municipio849,034,SLP,San Vicente Tancuayalab
catalogo_municipio850,034,SON,Huépac
catalogo_municipio851,034,TAM,San Carlos
catalogo_municipio852,034,TLA,Tlaxco
catalogo_municipio853,034,VER,Cerro Azul
catalogo_municipio854,034,YUC,Hocabá
catalogo_municipio855,034,ZAC,Nochistlán de Mejía
catalogo_municipio856,035,COA,Torreón
catalogo_municipio857,035,CHH,Janos
catalogo_municipio858,035,CHP,Frontera Hidalgo
catalogo_municipio859,035,DUR,Tepehuanes
catalogo_municipio860,035,GRO,Iguala de la Independencia
catalogo_municipio861,035,GUA,Santa Cruz de Juventino Rosas
catalogo_municipio862,035,HID,Metepec
catalogo_municipio863,035,JAL,Encarnación de Díaz
catalogo_municipio864,035,MEX,Huehuetoca
catalogo_municipio865,035,MIC,La Huacana
catalogo_municipio866,035,NLE,Melchor Ocampo
catalogo_municipio867,035,OAX,Guelatao de Juárez
catalogo_municipio868,035,PUE,Coxcatlán
catalogo_municipio869,035,SLP,Soledad de Graciano Sánchez
catalogo_municipio870,035,SON,Imuris
catalogo_municipio871,035,TAM,San Fernando
catalogo_municipio872,035,TLA,Tocatlán
catalogo_municipio873,035,VER,Citlaltépetl
catalogo_municipio874,035,YUC,Hoctún
catalogo_municipio875,035,ZAC,Noria de Ángeles
catalogo_municipio876,036,COA,Viesca
catalogo_municipio877,036,CHH,Jiménez
catalogo_municipio878,036,CHP,La Grandeza
catalogo_municipio879,036,DUR,Tlahualilo
catalogo_municipio880,036,GRO,Igualapa
catalogo_municipio881,036,GUA,Santiago Maravatío
catalogo_municipio882,036,HID,San Agustín Metzquititlán
catalogo_municipio883,036,JAL,Etzatlán
catalogo_municipio884,036,MEX,Hueypoxtla
catalogo_municipio885,036,MIC,Huandacareo
catalogo_municipio886,036,NLE,Mier y Noriega
catalogo_municipio887,036,OAX,Guevea de Humboldt
catalogo_municipio888,036,PUE,Coyomeapan
catalogo_municipio889,036,SLP,Tamasopo
catalogo_municipio890,036,SON,Magdalena
catalogo_municipio891,036,TAM,San Nicolás
catalogo_municipio892,036,TLA,Totolac
catalogo_municipio893,036,VER,Coacoatzintla
catalogo_municipio894,036,YUC,Homún
catalogo_municipio895,036,ZAC,Ojocaliente
catalogo_municipio896,037,COA,Villa Unión
catalogo_municipio897,037,CHH,Juárez
catalogo_municipio898,037,CHP,Huehuetán
catalogo_municipio899,037,DUR,Topia
catalogo_municipio900,037,GRO,Ixcateopan de Cuauhtémoc
catalogo_municipio901,037,GUA,Silao de la Victoria
catalogo_municipio902,037,HID,Metztitlán
catalogo_municipio903,037,JAL,El Grullo
catalogo_municipio904,037,MEX,Huixquilucan
catalogo_municipio905,037,MIC,Huaniqueo
catalogo_municipio906,037,NLE,Mina
catalogo_municipio907,037,OAX,Mesones Hidalgo
catalogo_municipio908,037,PUE,Coyotepec
catalogo_municipio909,037,SLP,Tamazunchale
catalogo_municipio910,037,SON,Mazatán
catalogo_municipio911,037,TAM,Soto la Marina
catalogo_municipio912,037,TLA,Ziltlaltépec de Trinidad Sánchez Santos
catalogo_municipio913,037,VER,Coahuitlán
catalogo_municipio914,037,YUC,Huhí
catalogo_municipio915,037,ZAC,Pánuco
catalogo_municipio916,038,COA,Zaragoza
catalogo_municipio917,038,CHH,Julimes
catalogo_municipio918,038,CHP,Huixtán
catalogo_municipio919,038,DUR,Vicente Guerrero
catalogo_municipio920,038,GRO,Zihuatanejo de Azueta
catalogo_municipio921,038,GUA,Tarandacuao
catalogo_municipio922,038,HID,Mineral del Chico
catalogo_municipio923,038,JAL,Guachinango
catalogo_municipio924,038,MEX,Isidro Fabela
catalogo_municipio925,038,MIC,Huetamo
catalogo_municipio926,038,NLE,Montemorelos
catalogo_municipio927,038,OAX,Villa Hidalgo
catalogo_municipio928,038,PUE,Cuapiaxtla de Madero
catalogo_municipio929,038,SLP,Tampacán
catalogo_municipio930,038,SON,Moctezuma
catalogo_municipio931,038,TAM,Tampico
catalogo_municipio932,038,TLA,Tzompantepec
catalogo_municipio933,038,VER,Coatepec
catalogo_municipio934,038,YUC,Hunucmá
catalogo_municipio935,038,ZAC,Pinos
catalogo_municipio936,039,CHH,López
catalogo_municipio937,039,CHP,Huitiupán
catalogo_municipio938,039,DUR,Nuevo Ideal
catalogo_municipio939,039,GRO,Juan R. Escudero
catalogo_municipio940,039,GUA,Tarimoro
catalogo_municipio941,039,HID,Mineral del Monte
catalogo_municipio942,039,JAL,Guadalajara
catalogo_municipio943,039,MEX,Ixtapaluca
catalogo_municipio944,039,MIC,Huiramba
catalogo_municipio945,039,NLE,Monterrey
catalogo_municipio946,039,OAX,Heroica Ciudad de Huajuapan de León
catalogo_municipio947,039,PUE,Cuautempan
catalogo_municipio948,039,SLP,Tampamolón Corona
catalogo_municipio949,039,SON,Naco
catalogo_municipio950,039,TAM,Tula
catalogo_municipio951,039,TLA,Xaloztoc
catalogo_municipio952,039,VER,Coatzacoalcos
catalogo_municipio953,039,YUC,Ixil
catalogo_municipio954,039,ZAC,Río Grande
catalogo_municipio955,040,CHH,Madera
catalogo_municipio956,040,CHP,Huixtla
catalogo_municipio957,040,GRO,Leonardo Bravo
catalogo_municipio958,040,GUA,Tierra Blanca
catalogo_municipio959,040,HID,La Misión
catalogo_municipio960,040,JAL,Hostotipaquillo
catalogo_municipio961,040,MEX,Ixtapan de la Sal
catalogo_municipio962,040,MIC,Indaparapeo
catalogo_municipio963,040,NLE,Parás
catalogo_municipio964,040,OAX,Huautepec
catalogo_municipio965,040,PUE,Cuautinchán
catalogo_municipio966,040,SLP,Tamuín
catalogo_municipio967,040,SON,Nácori Chico
catalogo_municipio968,040,TAM,Valle Hermoso
catalogo_municipio969,040,TLA,Xaltocan
catalogo_municipio970,040,VER,Coatzintla
catalogo_municipio971,040,YUC,Izamal
catalogo_municipio972,040,ZAC,Sain Alto
catalogo_municipio973,041,CHH,Maguarichi
catalogo_municipio974,041,CHP,La Independencia
catalogo_municipio975,041,GRO,Malinaltepec
catalogo_municipio976,041,GUA,Uriangato
catalogo_municipio977,041,HID,Mixquiahuala de Juárez
catalogo_municipio978,041,JAL,Huejúcar
catalogo_municipio979,041,MEX,Ixtapan del Oro
catalogo_municipio980,041,MIC,Irimbo
catalogo_municipio981,041,NLE,Pesquería
catalogo_municipio982,041,OAX,Huautla de Jiménez
catalogo_municipio983,041,PUE,Cuautlancingo
catalogo_municipio984,041,SLP,Tanlajás
catalogo_municipio985,041,SON,Nacozari de García
catalogo_municipio986,041,TAM,Victoria
catalogo_municipio987,041,TLA,Papalotla de Xicohténcatl
catalogo_municipio988,041,VER,Coetzala
catalogo_municipio989,041,YUC,Kanasín
catalogo_municipio990,041,ZAC,El Salvador
catalogo_municipio991,042,CHH,Manuel Benavides
catalogo_municipio992,042,CHP,Ixhuatán
catalogo_municipio993,042,GRO,Mártir de Cuilapan
catalogo_municipio994,042,GUA,Valle de Santiago
catalogo_municipio995,042,HID,Molango de Escamilla
catalogo_municipio996,042,JAL,Huejuquilla el Alto
catalogo_municipio997,042,MEX,Ixtlahuaca
catalogo_municipio998,042,MIC,Ixtlán
catalogo_municipio999,042,NLE,Los Ramones
catalogo_municipio1000,042,OAX,Ixtlán de Juárez
catalogo_municipio1001,042,PUE,Cuayuca de Andrade
catalogo_municipio1002,042,SLP,Tanquián de Escobedo
catalogo_municipio1003,042,SON,Navojoa
catalogo_municipio1004,042,TAM,Villagrán
catalogo_municipio1005,042,TLA,Xicohtzinco
catalogo_municipio1006,042,VER,Colipa
catalogo_municipio1007,042,YUC,Kantunil
catalogo_municipio1008,042,ZAC,Sombrerete
catalogo_municipio1009,043,CHH,Matachí
catalogo_municipio1010,043,CHP,Ixtacomitán
catalogo_municipio1011,043,GRO,Metlatónoc
catalogo_municipio1012,043,GUA,Victoria
catalogo_municipio1013,043,HID,Nicolás Flores
catalogo_municipio1014,043,JAL,La Huerta
catalogo_municipio1015,043,MEX,Xalatlaco
catalogo_municipio1016,043,MIC,Jacona
catalogo_municipio1017,043,NLE,Rayones
catalogo_municipio1018,043,OAX,Heroica Ciudad de Juchitán de Zaragoza
catalogo_municipio1019,043,PUE,Cuetzalan del Progreso
catalogo_municipio1020,043,SLP,Tierra Nueva
catalogo_municipio1021,043,SON,Nogales
catalogo_municipio1022,043,TAM,Xicoténcatl
catalogo_municipio1023,043,TLA,Yauhquemehcan
catalogo_municipio1024,043,VER,Comapa
catalogo_municipio1025,043,YUC,Kaua
catalogo_municipio1026,043,ZAC,Susticacán
catalogo_municipio1027,044,CHH,Matamoros
catalogo_municipio1028,044,CHP,Ixtapa
catalogo_municipio1029,044,GRO,Mochitlán
catalogo_municipio1030,044,GUA,Villagrán
catalogo_municipio1031,044,HID,Nopala de Villagrán
catalogo_municipio1032,044,JAL,Ixtlahuacán de los Membrillos
catalogo_municipio1033,044,MEX,Jaltenco
catalogo_municipio1034,044,MIC,Jiménez
catalogo_municipio1035,044,NLE,Sabinas Hidalgo
catalogo_municipio1036,044,OAX,Loma Bonita
catalogo_municipio1037,044,PUE,Cuyoaco
catalogo_municipio1038,044,SLP,Vanegas
catalogo_municipio1039,044,SON,Onavas
catalogo_municipio1040,044,TLA,Zacatelco
catalogo_municipio1041,044,VER,Córdoba
catalogo_municipio1042,044,YUC,Kinchil
catalogo_municipio1043,044,ZAC,Tabasco
catalogo_municipio1044,045,CHH,Meoqui
catalogo_municipio1045,045,CHP,Ixtapangajoya
catalogo_municipio1046,045,GRO,Olinalá
catalogo_municipio1047,045,GUA,Xichú
catalogo_municipio1048,045,HID,Omitlán de Juárez
catalogo_municipio1049,045,JAL,Ixtlahuacán del Río
catalogo_municipio1050,045,MEX,Jilotepec
catalogo_municipio1051,045,MIC,Jiquilpan
catalogo_municipio1052,045,NLE,Salinas Victoria
catalogo_municipio1053,045,OAX,Magdalena Apasco
catalogo_municipio1054,045,PUE,Chalchicomula de Sesma
catalogo_municipio1055,045,SLP,Venado
catalogo_municipio1056,045,SON,Opodepe
catalogo_municipio1057,045,TLA,Benito Juárez
catalogo_municipio1058,045,VER,Cosamaloapan de Carpio
catalogo_municipio1059,045,YUC,Kopomá
catalogo_municipio1060,045,ZAC,Tepechitlán
catalogo_municipio1061,046,CHH,Morelos
catalogo_municipio1062,046,CHP,Jiquipilas
catalogo_municipio1063,046,GRO,Ometepec
catalogo_municipio1064,046,GUA,Yuriria
catalogo_municipio1065,046,HID,San Felipe Orizatlán
catalogo_municipio1066,046,JAL,Jalostotitlán
catalogo_municipio1067,046,MEX,Jilotzingo
catalogo_municipio1068,046,MIC,Juárez
catalogo_municipio1069,046,NLE,San Nicolás de los Garza
catalogo_municipio1070,046,OAX,Magdalena Jaltepec
catalogo_municipio1071,046,PUE,Chapulco
catalogo_municipio1072,046,SLP,Villa de Arriaga
catalogo_municipio1073,046,SON,Oquitoa
catalogo_municipio1074,046,TLA,Emiliano Zapata
catalogo_municipio1075,046,VER,Cosautlán de Carvajal
catalogo_municipio1076,046,YUC,Mama
catalogo_municipio1077,046,ZAC,Tepetongo
catalogo_municipio1078,047,CHH,Moris
catalogo_municipio1079,047,CHP,Jitotol
catalogo_municipio1080,047,GRO,Pedro Ascencio Alquisiras
catalogo_municipio1081,047,HID,Pacula
catalogo_municipio1082,047,JAL,Jamay
catalogo_municipio1083,047,MEX,Jiquipilco
catalogo_municipio1084,047,MIC,Jungapeo
catalogo_municipio1085,047,NLE,Hidalgo
catalogo_municipio1086,047,OAX,Santa Magdalena Jicotlán
catalogo_municipio1087,047,PUE,Chiautla
catalogo_municipio1088,047,SLP,Villa de Guadalupe
catalogo_municipio1089,047,SON,Pitiquito
catalogo_municipio1090,047,TLA,Lázaro Cárdenas
catalogo_municipio1091,047,VER,Coscomatepec
catalogo_municipio1092,047,YUC,Maní
catalogo_municipio1093,047,ZAC,Teúl de González Ortega
catalogo_municipio1094,048,CHH,Namiquipa
catalogo_municipio1095,048,CHP,Juárez
catalogo_municipio1096,048,GRO,Petatlán
catalogo_municipio1097,048,HID,Pachuca de Soto
catalogo_municipio1098,048,JAL,Jesús María
catalogo_municipio1099,048,MEX,Jocotitlán
catalogo_municipio1100,048,MIC,Lagunillas
catalogo_municipio1101,048,NLE,Santa Catarina
catalogo_municipio1102,048,OAX,Magdalena Mixtepec
catalogo_municipio1103,048,PUE,Chiautzingo
catalogo_municipio1104,048,SLP,Villa de la Paz
catalogo_municipio1105,048,SON,Puerto Peñasco
catalogo_municipio1106,048,TLA,La Magdalena Tlaltelulco
catalogo_municipio1107,048,VER,Cosoleacaque
catalogo_municipio1108,048,YUC,Maxcanú
catalogo_municipio1109,048,ZAC,Tlaltenango de Sánchez Román
catalogo_municipio1110,049,CHH,Nonoava
catalogo_municipio1111,049,CHP,Larráinzar
catalogo_municipio1112,049,GRO,Pilcaya
catalogo_municipio1113,049,HID,Pisaflores
catalogo_municipio1114,049,JAL,Jilotlán de los Dolores
catalogo_municipio1115,049,MEX,Joquicingo
catalogo_municipio1116,049,MIC,Madero
catalogo_municipio1117,049,NLE,Santiago
catalogo_municipio1118,049,OAX,Magdalena Ocotlán
catalogo_municipio1119,049,PUE,Chiconcuautla
catalogo_municipio1120,049,SLP,Villa de Ramos
catalogo_municipio1121,049,SON,Quiriego
catalogo_municipio1122,049,TLA,San Damián Texóloc
catalogo_municipio1123,049,VER,Cotaxtla
catalogo_municipio1124,049,YUC,Mayapán
catalogo_municipio1125,049,ZAC,Valparaíso
catalogo_municipio1126,050,CHH,Nuevo Casas Grandes
catalogo_municipio1127,050,CHP,La Libertad
catalogo_municipio1128,050,GRO,Pungarabato
catalogo_municipio1129,050,HID,Progreso de Obregón
catalogo_municipio1130,050,JAL,Jocotepec
catalogo_municipio1131,050,MEX,Juchitepec
catalogo_municipio1132,050,MIC,Maravatío
catalogo_municipio1133,050,NLE,Vallecillo
catalogo_municipio1134,050,OAX,Magdalena Peñasco
catalogo_municipio1135,050,PUE,Chichiquila
catalogo_municipio1136,050,SLP,Villa de Reyes
catalogo_municipio1137,050,SON,Rayón
catalogo_municipio1138,050,TLA,San Francisco Tetlanohcan
catalogo_municipio1139,050,VER,Coxquihui
catalogo_municipio1140,050,YUC,Mérida
catalogo_municipio1141,050,ZAC,Vetagrande
catalogo_municipio1142,051,CHH,Ocampo
catalogo_municipio1143,051,CHP,Mapastepec
catalogo_municipio1144,051,GRO,Quechultenango
catalogo_municipio1145,051,HID,Mineral de la Reforma
catalogo_municipio1146,051,JAL,Juanacatlán
catalogo_municipio1147,051,MEX,Lerma
catalogo_municipio1148,051,MIC,Marcos Castellanos
catalogo_municipio1149,051,NLE,Villaldama
catalogo_municipio1150,051,OAX,Magdalena Teitipac
catalogo_municipio1151,051,PUE,Chietla
catalogo_municipio1152,051,SLP,Villa Hidalgo
catalogo_municipio1153,051,SON,Rosario
catalogo_municipio1154,051,TLA,San Jerónimo Zacualpan
catalogo_municipio1155,051,VER,Coyutla
catalogo_municipio1156,051,YUC,Mocochá
catalogo_municipio1157,051,ZAC,Villa de Cos
catalogo_municipio1158,052,CHH,Ojinaga
catalogo_municipio1159,052,CHP,Las Margaritas
catalogo_municipio1160,052,GRO,San Luis Acatlán
catalogo_municipio1161,052,HID,San Agustín Tlaxiaca
catalogo_municipio1162,052,JAL,Juchitlán
catalogo_municipio1163,052,MEX,Malinalco
catalogo_municipio1164,052,MIC,Lázaro Cárdenas
catalogo_municipio1165,052,OAX,Magdalena Tequisistlán
catalogo_municipio1166,052,PUE,Chigmecatitlán
catalogo_municipio1167,052,SLP,Villa Juárez
catalogo_municipio1168,052,SON,Sahuaripa
catalogo_municipio1169,052,TLA,San José Teacalco
catalogo_municipio1170,052,VER,Cuichapa
catalogo_municipio1171,052,YUC,Motul
