id,c_colonia,c_codigopostal,descripcion
catalogo_colonias6222,0017,60803,El Saucito
catalogo_colonias6223,0017,60823,El Chayacate
catalogo_colonias6224,0017,60840,Los Nogales
catalogo_colonias6225,0017,60886,Barranca de las Campanas
catalogo_colonias6226,0017,60915,El Habillal
catalogo_colonias6227,0017,60927,La Gloria
catalogo_colonias6228,0017,60980,Campamento Minero
catalogo_colonias6229,0017,61018,El Tepozán
catalogo_colonias6230,0017,61211,La Puente
catalogo_colonias6231,0017,61259,Congregación Pomas
catalogo_colonias6232,0017,61284,Balvaneda
catalogo_colonias6233,0017,61292,Guadalupe Carindapaz
catalogo_colonias6234,0017,61323,El Temascal
catalogo_colonias6235,0017,61364,Coronillas
catalogo_colonias6236,0017,61384,Chocolate
catalogo_colonias6237,0017,61413,El Tigre (Nueva Comunidad el Tigre)
catalogo_colonias6238,0017,61440,El Paraíso
catalogo_colonias6239,0017,61454,El Paso de San Cristóbal
catalogo_colonias6240,0017,61474,Colonia Nueva
catalogo_colonias6241,0017,61529,El Callejón
catalogo_colonias6242,0017,61555,Casas Viejas
catalogo_colonias6243,0017,61578,La Escondida
catalogo_colonias6244,0017,61597,El Llano
catalogo_colonias6245,0017,61608,Rincón de los Pinos
catalogo_colonias6246,0017,61654,Los Jacales
catalogo_colonias6247,0017,61696,Arroyo de la Huerta
catalogo_colonias6248,0017,61745,El Tamarindo
catalogo_colonias6249,0017,61752,Los Sabinos
catalogo_colonias6250,0017,61820,Lázaro Cárdenas
catalogo_colonias6251,0017,61830,Luis Donaldo Colosio
catalogo_colonias6252,0017,61892,El Guayabo
catalogo_colonias6253,0017,61918,El Limón
catalogo_colonias6254,0017,61923,Ceibas Negras
catalogo_colonias6255,0017,61979,Corutzén
catalogo_colonias6256,0017,61993,La Chica
catalogo_colonias6257,0017,62039,Lagunilla del Salto
catalogo_colonias6258,0017,63030,Chapultepec
catalogo_colonias6259,0017,63380,La Cruz
catalogo_colonias6260,0017,63421,Las Bugambilias
catalogo_colonias6261,0017,63586,La Ciénega
catalogo_colonias6262,0017,63707,Vizcarra
catalogo_colonias6263,0017,63737,Villas de San Vicente
catalogo_colonias6264,0017,63996,El Carrizo
catalogo_colonias6265,0017,64030,Lomas
catalogo_colonias6266,0017,66003,Rincón del Fraile
catalogo_colonias6267,0017,66053,Villa Castello
catalogo_colonias6268,0017,66612,Misión del Parque
catalogo_colonias6269,0017,67262,Arboledas del Parque
catalogo_colonias6270,0017,68016,El Paraíso
catalogo_colonias6271,0017,69009,Rancho Jesús
catalogo_colonias6272,0017,70403,La Cruz Verde
catalogo_colonias6273,0017,71233,Jardines de Monte Albán
catalogo_colonias6274,0017,71268,Río Morón
catalogo_colonias6275,0017,71308,Carrizal
catalogo_colonias6276,0017,71333,Río Minas
catalogo_colonias6277,0017,71366,El Jicaral
catalogo_colonias6278,0017,71372,Las Juntas (San Isidro el Potrero)
catalogo_colonias6279,0017,71382,Pueblo Viejo
catalogo_colonias6280,0017,71388,El Platanar
catalogo_colonias6281,0017,71399,La Cofradía
catalogo_colonias6282,0017,71408,Primera Sección Barrio San Antonio
catalogo_colonias6283,0017,71416,El Huazán
catalogo_colonias6284,0017,72019,Parque Industrial 5 de Mayo
catalogo_colonias6285,0017,76020,Calesa
catalogo_colonias6286,0017,76557,Las Peritas
catalogo_colonias6287,0017,76617,El Madroño
catalogo_colonias6288,0017,76667,El Ordaz (Familia Arteaga Ávila)
catalogo_colonias6289,0017,76828,San Antonio la Labor
catalogo_colonias6290,0017,76928,Las Cabañas (Colinas de los Ángeles)
catalogo_colonias6291,0017,76965,El Mirador
catalogo_colonias6292,0017,77015,Constituyentes
catalogo_colonias6293,0017,77500,Villas Tropicales
catalogo_colonias6294,0017,78037,La Paz
catalogo_colonias6295,0017,78437,Valle Real
catalogo_colonias6296,0017,78464,Ejido de Moras
catalogo_colonias6297,0017,78534,Casa Ejidal Santa Rita del Sotol
catalogo_colonias6298,0017,78563,El Espolón
catalogo_colonias6299,0017,78895,El Jicote
catalogo_colonias6300,0017,78937,El Chaparralillo (El Chaparral)
catalogo_colonias6301,0017,79023,La Estrella
catalogo_colonias6302,0017,79370,El Salitrillo (Juan Olvera)
catalogo_colonias6303,0017,79390,Colonia Agrícola el Naranjo
catalogo_colonias6304,0017,79676,El Papalote
catalogo_colonias6305,0017,79695,El Capulín Chico
catalogo_colonias6306,0017,80013,Obrero Campesino
catalogo_colonias6307,0017,80536,Baymusari
catalogo_colonias6308,0017,80778,Ipucha
catalogo_colonias6309,0017,80846,Corral Quemado
catalogo_colonias6310,0017,81101,Las Compuertas
catalogo_colonias6311,0017,81513,Tres Palmas
catalogo_colonias6312,0017,81630,Acatita de los Castro
catalogo_colonias6313,0017,81750,El Saucillo
catalogo_colonias6314,0017,81990,Tabalopa
catalogo_colonias6315,0017,82658,Los Chinitos
catalogo_colonias6316,0017,82755,El Mautillo
catalogo_colonias6317,0017,82920,Agua Caliente de los Yuriar
catalogo_colonias6318,0017,83040,Coloso
catalogo_colonias6319,0017,83394,Las Canoras (Altiva)
catalogo_colonias6320,0017,83517,Roberto Tejeda
catalogo_colonias6321,0017,84196,Nogalar
catalogo_colonias6322,0017,84325,Buenavista
catalogo_colonias6323,0017,84396,El Huaragua
catalogo_colonias6324,0017,84514,El Valle (Colonia el Valle)
catalogo_colonias6325,0017,85280,Independiente
catalogo_colonias6326,0017,85513,Vícam Pueblo
catalogo_colonias6327,0017,85534,Establo Fátima (Agroindustrial Vilo)
catalogo_colonias6328,0017,86019,Insurgentes
catalogo_colonias6329,0017,86238,Cantemoc 2da. Sección
catalogo_colonias6330,0017,86465,Las Limas
catalogo_colonias6331,0017,87018,Industrial
catalogo_colonias6332,0017,88177,Los Olivos
catalogo_colonias6333,0017,89636,Nuevo Cereso Regional de Altamira
catalogo_colonias6334,0017,90286,San Cayetano
catalogo_colonias6335,0017,91015,10 de Abril
catalogo_colonias6336,0017,94330,El Espinal Bajo
catalogo_colonias6337,0017,94680,Sauce
catalogo_colonias6338,0017,95080,Lomas Verdes
catalogo_colonias6339,0017,95347,La Alondra
catalogo_colonias6340,0017,95412,El Laurel
catalogo_colonias6341,0017,95467,Boca de Martintela
catalogo_colonias6342,0017,95604,La Petronila
catalogo_colonias6343,0017,95672,Rincón Chiquito
catalogo_colonias6344,0017,96903,Villa de las Flores
catalogo_colonias6345,0017,96946,Mata de Plátano
catalogo_colonias6346,0017,96986,Los Mangos
catalogo_colonias6347,0017,96998,Emiliano Zapata (Anexo Niños Héroes)
catalogo_colonias6348,0017,97070,Garcia Gineres
catalogo_colonias6349,0017,97370,Cuauhtémoc
catalogo_colonias6350,0017,98017,Los Filarmónicos
catalogo_colonias6351,0017,98514,Rancho de Jarillas
catalogo_colonias6352,0017,98607,Privada las Misiones
catalogo_colonias6353,0017,98666,El Palmarito
catalogo_colonias6354,0017,99780,Los Mirasoles
catalogo_colonias6355,0018,01060,San Ángel Inn
catalogo_colonias6356,0018,20020,Circunvalación Norte
catalogo_colonias6357,0018,20900,Residencial Campestre Ingles
catalogo_colonias6358,0018,21050,Nueva Esperanza
catalogo_colonias6359,0018,22667,Estrella del Pacífico
catalogo_colonias6360,0018,22920,El Colonial
catalogo_colonias6361,0018,23018,Pedregal del Cortes
catalogo_colonias6362,0018,24020,Emiliano Zapata
catalogo_colonias6363,0018,24208,Ribera Boca Chica
catalogo_colonias6364,0018,24338,El Borbonal
catalogo_colonias6365,0018,24366,El Zacatecano
catalogo_colonias6366,0018,25017,Morelos
catalogo_colonias6367,0018,26517,Domingo Estrada
catalogo_colonias6368,0018,27054,Privadas de Santa Fe
catalogo_colonias6369,0018,28219,Los Ciruelos
catalogo_colonias6370,0018,29010,Magisterio 2000
catalogo_colonias6371,0018,29328,Rasién
catalogo_colonias6372,0018,29685,Candelaria
catalogo_colonias6373,0018,29902,EL Progreso
catalogo_colonias6374,0018,29952,La Reforma
catalogo_colonias6375,0018,30172,San Miguel los Altos
catalogo_colonias6376,0018,30540,Los Mangos
catalogo_colonias6377,0018,31524,San Gabriel
catalogo_colonias6378,0018,32280,Azteca
catalogo_colonias6379,0018,32902,La Calera
catalogo_colonias6380,0018,33644,Tortuguillas
catalogo_colonias6381,0018,33950,El Malpáis Dos
catalogo_colonias6382,0018,34018,Ángel Tejada Espino
catalogo_colonias6383,0018,36259,Tirio
catalogo_colonias6384,0018,36483,Charco Prieto
catalogo_colonias6385,0018,36845,San Francisco de la Cruz
catalogo_colonias6386,0018,36998,San Antonio Buenavista
catalogo_colonias6387,0018,37178,Valle Jacarandas
catalogo_colonias6388,0018,37615,Ojo de Agua de San Miguel (El Coyote)
catalogo_colonias6389,0018,37806,El Agave
catalogo_colonias6390,0018,37867,Cruz Blanca
catalogo_colonias6391,0018,37927,El Jabonero
catalogo_colonias6392,0018,37967,San Francisco del Álamo
catalogo_colonias6393,0018,38114,Villas de Santa Rita
catalogo_colonias6394,0018,38255,El Venado
catalogo_colonias6395,0018,38485,Predio San José (Alfonso Ortega Nieto)
catalogo_colonias6396,0018,38496,El Saucito
catalogo_colonias6397,0018,38796,Puerta de Santa Lugarda
catalogo_colonias6398,0018,42014,Nueva Estrella
catalogo_colonias6399,0018,42184,FSTSE
catalogo_colonias6400,0018,45200,Real de las Lomas
catalogo_colonias6401,0018,45408,Huertas del Valle
catalogo_colonias6402,0018,45654,Villa Esmeralda
catalogo_colonias6403,0018,46025,Cuesta de Yugos
catalogo_colonias6404,0018,46072,El Chalate (Los Chalates)
catalogo_colonias6405,0018,46120,Izolta
catalogo_colonias6406,0018,51346,La Cumbre
catalogo_colonias6407,0018,51588,El Guitarratel
catalogo_colonias6408,0018,55070,Colonial Ecatepec
catalogo_colonias6409,0018,58020,Ventura Puente
catalogo_colonias6410,0018,58436,Chupícuaro
catalogo_colonias6411,0018,58495,Cieneguita
catalogo_colonias6412,0018,58763,La Tanda
catalogo_colonias6413,0018,58886,La Colmena (El Garbanzo)
catalogo_colonias6414,0018,58949,El Zapote (El Zapote Bajo)
catalogo_colonias6415,0018,58974,La Arpita
catalogo_colonias6416,0018,58993,Las Trampas
catalogo_colonias6417,0018,59027,La Aurora
catalogo_colonias6418,0018,59170,Jardín Cumuatillo
catalogo_colonias6419,0018,59205,Las Casitas
catalogo_colonias6420,0018,59400,San Joaquín
catalogo_colonias6421,0018,59467,Santa Eduwiges (La Hacienda)
catalogo_colonias6422,0018,59578,Los Ceja
catalogo_colonias6423,0018,59617,Los Naranjos de Castilla
catalogo_colonias6424,0018,59965,Rodeo del Pinal
catalogo_colonias6425,0018,60280,Santa Cruz
catalogo_colonias6426,0018,60297,Santo Tomás Segundo
catalogo_colonias6427,0018,60378,Fundación los Reyes 1594
catalogo_colonias6428,0018,60440,Loma Verde
catalogo_colonias6429,0018,60490,San Mateo
catalogo_colonias6430,0018,60553,Abrevadero
catalogo_colonias6431,0018,60710,Solidaridad
catalogo_colonias6432,0018,60794,Cueramo Alto
catalogo_colonias6433,0018,60804,El Zapotal
catalogo_colonias6434,0018,60824,El Chico
catalogo_colonias6435,0018,60840,Los Uvalanes
catalogo_colonias6436,0018,60894,Barranca de las Huertas
catalogo_colonias6437,0018,60917,El Huje
catalogo_colonias6438,0018,60927,Dos Claveles
catalogo_colonias6439,0018,60980,Cuauhtémoc
catalogo_colonias6440,0018,61014,El Toro
catalogo_colonias6441,0018,61211,Paraíso
catalogo_colonias6442,0018,61277,Corral de las Ardillas
catalogo_colonias6443,0018,61282,Chupio
catalogo_colonias6444,0018,61294,Hacienda de San Antonio (Segunada de San Antonio)
catalogo_colonias6445,0018,61304,El Vado
catalogo_colonias6446,0018,61335,Cruz de Ocote
catalogo_colonias6447,0018,61374,Copándaro
catalogo_colonias6448,0018,61417,Las Jaras
catalogo_colonias6449,0018,61438,El Potrero del Paso
catalogo_colonias6450,0018,61458,Del Tejocote
catalogo_colonias6451,0018,61487,Cuatro Ojos
catalogo_colonias6452,0018,61525,El Capulín
catalogo_colonias6453,0018,61543,Ceiba Prieta
catalogo_colonias6454,0018,61580,La Parota
catalogo_colonias6455,0018,61595,El Llano del Conejo
catalogo_colonias6456,0018,61675,Petembo Viejo
catalogo_colonias6457,0018,61696,Arroyo la Huerta (La Barranca)
catalogo_colonias6458,0018,61734,Estación Raguizával
catalogo_colonias6459,0018,61752,Oval (El Uval)
catalogo_colonias6460,0018,61812,Caratzitumbio
catalogo_colonias6461,0018,61830,Morelos
catalogo_colonias6462,0018,61887,El Potrero Grande
catalogo_colonias6463,0018,61910,El Manguito
catalogo_colonias6464,0018,61927,Coyol de los Gómez
catalogo_colonias6465,0018,61952,Cuaro
catalogo_colonias6466,0018,61998,La Garra
catalogo_colonias6467,0018,63030,Lomas de La Cruz Sutse
catalogo_colonias6468,0018,63414,Las Palmitas
catalogo_colonias6469,0018,63568,Palmar de Cuautla
catalogo_colonias6470,0018,63583,Los Suspiros
catalogo_colonias6471,0018,63703,Guayabal
catalogo_colonias6472,0018,63732,Residencial Los Mangos
catalogo_colonias6473,0018,64040,Deportivo Obispado
catalogo_colonias6474,0018,66023,Mitras Bicentenario Sector Reforma
catalogo_colonias6475,0018,66084,Portal de San Francisco
catalogo_colonias6476,0018,66626,VYNMSA Aeropuerto Apodaca Industrial Park
catalogo_colonias6477,0018,67276,Sol Residencial
catalogo_colonias6478,0018,68010,Revolucion
catalogo_colonias6479,0018,69008,Rancho Ramírez
catalogo_colonias6480,0018,70403,Pueblo Viejo
catalogo_colonias6481,0018,71233,Primavera
catalogo_colonias6482,0018,71267,Yarechi
catalogo_colonias6483,0018,71308,Carrizal Yucucundo
catalogo_colonias6484,0018,71333,San Cristóbal
catalogo_colonias6485,0018,71366,El Limonar
catalogo_colonias6486,0018,71373,Llano Ratón
catalogo_colonias6487,0018,71382,Río Humo
catalogo_colonias6488,0018,71388,La Cofradía
catalogo_colonias6489,0018,71399,La Estancia
catalogo_colonias6490,0018,71407,Rancho Mis Tres Amores
catalogo_colonias6491,0018,71425,El Mangalito
catalogo_colonias6492,0018,72020,Francisco Villa
catalogo_colonias6493,0018,76020,Diligencias
catalogo_colonias6494,0018,76558,Culebras
catalogo_colonias6495,0018,76618,Bomintzá
catalogo_colonias6496,0018,76694,Hacienda el Charcón
catalogo_colonias6497,0018,76820,El Carmen
catalogo_colonias6498,0018,76920,Sección suroeste de Colinas Santa Bárbara
catalogo_colonias6499,0018,76965,Guadalupe Segundo Fracción Tres
catalogo_colonias6500,0018,77015,Industrial
catalogo_colonias6501,0018,77539,Real Valencia
catalogo_colonias6502,0018,78038,Tlaxcala
catalogo_colonias6503,0018,78463,Ejido los Rodríguez (Potrero el Chaparral)
catalogo_colonias6504,0018,78536,Ejido Victoria San Manuel
catalogo_colonias6505,0018,78564,El Garabato
catalogo_colonias6506,0018,78880,El Llano del Lobo
catalogo_colonias6507,0018,78935,El Charco Verde
catalogo_colonias6508,0018,79023,Las Palmas
catalogo_colonias6509,0018,79374,El Tejocote
catalogo_colonias6510,0018,79396,El Alazán
catalogo_colonias6511,0018,79676,El Salitre
catalogo_colonias6512,0018,79693,El Caracol
catalogo_colonias6513,0018,80013,Universitaria
catalogo_colonias6514,0018,80537,Boca de Arroyo
catalogo_colonias6515,0018,80757,Lo de Garza
catalogo_colonias6516,0018,80953,El Rosario (Chayo)
catalogo_colonias6517,0018,81101,Campo Bórquez
catalogo_colonias6518,0018,81535,Gustavo Díaz Ordaz
catalogo_colonias6519,0018,81632,Chumpilihuiztle
catalogo_colonias6520,0018,81764,Chicuras
catalogo_colonias6521,0018,81943,Las Bayas
catalogo_colonias6522,0018,82658,La Guásima
catalogo_colonias6523,0018,82755,Aguapepe
catalogo_colonias6524,0018,82920,Acatitán
catalogo_colonias6525,0018,83040,El Mariachi
catalogo_colonias6526,0018,83396,Las Praderas
catalogo_colonias6527,0018,83513,Tsunami
catalogo_colonias6528,0018,84195,Parcela Bórquez
catalogo_colonias6529,0018,84326,Buenavista
catalogo_colonias6530,0018,84397,El Jaralito
catalogo_colonias6531,0018,84517,La Cieneguita
catalogo_colonias6532,0018,85280,Laura Alicia Frías López Nogales
catalogo_colonias6533,0018,85423,Fuente de Piedra
catalogo_colonias6534,0018,85523,La Aguilita
catalogo_colonias6535,0018,86019,Villa de las Flores
catalogo_colonias6536,0018,86238,Cantemoc 1ra. Sección
catalogo_colonias6537,0018,86495,Santa Isidra
catalogo_colonias6538,0018,88145,Nueva España
catalogo_colonias6539,0018,90080,Del Maestro
catalogo_colonias6540,0018,90287,El Carmen
catalogo_colonias6541,0018,91015,Niños Héroes
catalogo_colonias6542,0018,94303,Aulicaba
catalogo_colonias6543,0018,94542,Álamos
catalogo_colonias6544,0018,95094,Los Alfaro
catalogo_colonias6545,0018,95346,La Barranca
catalogo_colonias6546,0018,95413,El Mirador
catalogo_colonias6547,0018,95470,Boca de San Miguel
catalogo_colonias6548,0018,95609,El Zapotal
catalogo_colonias6549,0018,95677,San Martín
catalogo_colonias6550,0018,96904,Rancho Nuevo Carrizal
catalogo_colonias6551,0018,96933,El Arrozal
catalogo_colonias6552,0018,96998,Francisco I. Madero
catalogo_colonias6553,0018,97210,Tanlum
catalogo_colonias6554,0018,97370,Los Pinos de Mulchechen
catalogo_colonias6555,0018,98513,San Benito (Sector Felipe Ángeles)
catalogo_colonias6556,0018,98605,Real de San Gabriel
catalogo_colonias6557,0018,98666,Huertillas (Las Huertillas)
catalogo_colonias6558,0019,01070,Chimalistac
catalogo_colonias6559,0019,20020,Las Arboledas
catalogo_colonias6560,0019,20909,Villas del Sol
catalogo_colonias6561,0019,21060,Anáhuac
catalogo_colonias6562,0019,22666,Las Villas Santa Fe
catalogo_colonias6563,0019,22790,Vista del Valle
catalogo_colonias6564,0019,23018,Reforma I
catalogo_colonias6565,0019,24020,La Ermita
catalogo_colonias6566,0019,24205,Ribera del Playón
catalogo_colonias6567,0019,24344,El Calabozo
catalogo_colonias6568,0019,24372,Emiliano Zapata
catalogo_colonias6569,0019,25019,Cerritos
catalogo_colonias6570,0019,26507,Domingo Rodríguez
catalogo_colonias6571,0019,27110,Residencial los Llanos
catalogo_colonias6572,0019,28016,Lomas Vistahermosa
catalogo_colonias6573,0019,28219,Rinconada del Valle
catalogo_colonias6574,0019,29010,Nueva Reforma
catalogo_colonias6575,0019,29323,Lomho I
catalogo_colonias6576,0019,29684,Cerro Blanco
catalogo_colonias6577,0019,29902,Emiliano Zapata (La Preciosa)
catalogo_colonias6578,0019,29952,Santo Ton
catalogo_colonias6579,0019,30172,San Pablo Yalmutz
catalogo_colonias6580,0019,30546,Villahermosa
catalogo_colonias6581,0019,31146,Quinta San Miguel
catalogo_colonias6582,0019,31512,Quintas Mariana
catalogo_colonias6583,0019,32576,Bilbao (Hacienda de las Torres Universidad)
catalogo_colonias6584,0019,32945,Emiliano Zapata (San Ignacio)
catalogo_colonias6585,0019,33633,Tres Hermanos
catalogo_colonias6586,0019,33950,El Malpáis Uno
catalogo_colonias6587,0019,34019,Lázaro Cárdenas
catalogo_colonias6588,0019,36480,Charco Prieto Primera Sección
catalogo_colonias6589,0019,36515,Centenario
catalogo_colonias6590,0019,36997,San Antonio de Eguía (El Ranchito)
catalogo_colonias6591,0019,37550,San Alfonso
catalogo_colonias6592,0019,37603,Trojes de Aguirre
catalogo_colonias6593,0019,37804,Compositores
catalogo_colonias6594,0019,37877,Cuatro Esquinas
catalogo_colonias6595,0019,37924,El Jaralito
catalogo_colonias6596,0019,37966,San Jerónimo del Mezquital
catalogo_colonias6597,0019,38016,Prados el Naranjal
catalogo_colonias6598,0019,38256,El Zúñiga (Los Pinos)
catalogo_colonias6599,0019,38488,Rancho Hernández
catalogo_colonias6600,0019,38495,El Tecolote (Cerrito de Hierbas)
catalogo_colonias6601,0019,38797,Puerta del Sol (Llano Largo)
catalogo_colonias6602,0019,39010,PPS
catalogo_colonias6603,0019,42185,Privada Don Francisco
catalogo_colonias6604,0019,44200,Artesanos
catalogo_colonias6605,0019,45200,Residencial Tesistán
catalogo_colonias6606,0019,45410,Buena Mirada
catalogo_colonias6607,0019,45650,La Roca
catalogo_colonias6608,0019,46022,El Carrizal
catalogo_colonias6609,0019,46083,El Tesorero
catalogo_colonias6610,0019,46114,Juanacatic
catalogo_colonias6611,0019,51340,Real de Arriba
catalogo_colonias6612,0019,51580,El Limo
catalogo_colonias6613,0019,55020,La Monera
catalogo_colonias6614,0019,58030,Morelos
catalogo_colonias6615,0019,58436,El Cárcamo
catalogo_colonias6616,0019,58493,Codallos
catalogo_colonias6617,0019,58763,Villa Ruiz
catalogo_colonias6618,0019,58887,Ampliación Jamaica
catalogo_colonias6619,0019,58949,El Zapote Alto
catalogo_colonias6620,0019,58977,La Cruz (Loma de la Cruz)
catalogo_colonias6621,0019,58993,Mi Ranchito
catalogo_colonias6622,0019,59100,Loma Bonita
catalogo_colonias6623,0019,59168,Casa Blanca
catalogo_colonias6624,0019,59203,Negrete (La Estación de Negrete)
catalogo_colonias6625,0019,59466,Zipaquío
catalogo_colonias6626,0019,59577,Tarimoro
catalogo_colonias6627,0019,60280,Tzipicu
catalogo_colonias6628,0019,60297,Santos Reyes
catalogo_colonias6629,0019,60378,La Concordia
catalogo_colonias6630,0019,60440,Los Cerritos
catalogo_colonias6631,0019,60490,San Miguel
catalogo_colonias6632,0019,60554,Álvaro Obregón
catalogo_colonias6633,0019,60710,Tecnológico
catalogo_colonias6634,0019,60783,El Carrizo
catalogo_colonias6635,0019,60806,La Escondida
catalogo_colonias6636,0019,60825,El Churén
catalogo_colonias6637,0019,60840,Tu Casa
catalogo_colonias6638,0019,60874,Barranca del Agua
catalogo_colonias6639,0019,60905,El Lindero
catalogo_colonias6640,0019,60980,El Cerrito
catalogo_colonias6641,0019,61006,Emiliano Zapata (Pueblo Nuevo)
catalogo_colonias6642,0019,61211,Teocalli
catalogo_colonias6643,0019,61255,Jesús del Monte
catalogo_colonias6644,0019,61286,El Colorín (Seis de Junio)
catalogo_colonias6645,0019,61295,La Capilla de Ocotlán
catalogo_colonias6646,0019,61328,El Violín
catalogo_colonias6647,0019,61344,El Aguacate
catalogo_colonias6648,0019,61393,Cuarangueo
catalogo_colonias6649,0019,61414,Manzana de la Trinidad (La Junta)
catalogo_colonias6650,0019,61446,El Sabinal
catalogo_colonias6651,0019,61458,La Barbacoa
catalogo_colonias6652,0019,61487,El Arenal
catalogo_colonias6653,0019,61525,El Capulín (Tercera Manzana de Crescencio Morales)
catalogo_colonias6654,0019,61544,Ceibas del Pilón Chico
catalogo_colonias6655,0019,61578,Las Camelinas
catalogo_colonias6656,0019,61597,El Ocote Torcido
catalogo_colonias6657,0019,61654,La Luz
catalogo_colonias6658,0019,61684,Bapácuaro
catalogo_colonias6659,0019,61745,La Cortina
catalogo_colonias6660,0019,61752,San Joaquín
catalogo_colonias6661,0019,61813,Carrizalillo de Chuén
catalogo_colonias6662,0019,61830,Obrera (Popular)
catalogo_colonias6663,0019,61894,El Salitrillo
catalogo_colonias6664,0019,61918,El Ojo de Agua de Cuispio
catalogo_colonias6665,0019,61937,Cuirindalillo
catalogo_colonias6666,0019,61945,El Aguacate
catalogo_colonias6667,0019,61993,La Herradura (La Ciénega)
catalogo_colonias6668,0019,62040,Miguel Hidalgo
catalogo_colonias6669,0019,63030,San José
catalogo_colonias6670,0019,63410,La Higuerita Nueva (El Carrizo)
catalogo_colonias6671,0019,63565,San Miguel Número Dos (El Quemado)
catalogo_colonias6672,0019,63596,El Mezquite
catalogo_colonias6673,0019,63702,Luis Donaldo Colosio
catalogo_colonias6674,0019,63732,Palma Residencial
catalogo_colonias6675,0019,64040,Maria Luisa
catalogo_colonias6676,0019,66009,Los Encinos Residencial
catalogo_colonias6677,0019,66083,VYNMSA Escobedo Industrial Park II
catalogo_colonias6678,0019,66606,Katavia Residencial
catalogo_colonias6679,0019,67255,Mirador San Antonio
catalogo_colonias6680,0019,68280,Ejido Guadalupe Victoria
catalogo_colonias6681,0019,69008,Rancho Reyes
catalogo_colonias6682,0019,70403,Rancho Blanco
catalogo_colonias6683,0019,71233,Olimpica
catalogo_colonias6684,0019,71306,Cerro Brujo
catalogo_colonias6685,0019,71334,Santa Bárbara
catalogo_colonias6686,0019,71367,El Tule
catalogo_colonias6687,0019,71374,Loma Tigre
catalogo_colonias6688,0019,71382,Río Miel
catalogo_colonias6689,0019,71388,La Huichicata
catalogo_colonias6690,0019,71397,La Laguna
catalogo_colonias6691,0019,71408,Rancho Palo de Lumbre
catalogo_colonias6692,0019,71427,El Nido
catalogo_colonias6693,0019,72020,Pino Suárez
catalogo_colonias6694,0019,76020,El Cortijo
catalogo_colonias6695,0019,76575,El Bordo
catalogo_colonias6696,0019,76618,Loma de Casa Blanca
catalogo_colonias6697,0019,76665,La Sala
catalogo_colonias6698,0019,76820,Ampliación Loma Linda
catalogo_colonias6699,0019,76913,Camino Real
catalogo_colonias6700,0019,76984,El Zorrillo (Santa Cruz)
catalogo_colonias6701,0019,77016,Leona Vicario
catalogo_colonias6702,0019,77519,Paseos del Mar
catalogo_colonias6703,0019,78143,Potosí Río Verde
catalogo_colonias6704,0019,78473,Ejido Milpillas
catalogo_colonias6705,0019,78537,El Carmen
catalogo_colonias6706,0019,78567,El Huizachal
catalogo_colonias6707,0019,78885,El Murciélago
catalogo_colonias6708,0019,78935,El Charquillo
catalogo_colonias6709,0019,79082,Leonardo Rodríguez Alcaine
catalogo_colonias6710,0019,79376,Huerta de la Redonda
catalogo_colonias6711,0019,79396,El Charco
catalogo_colonias6712,0019,79677,Finca la Esperanza (Potrero el Apeloteado)
catalogo_colonias6713,0019,79694,El Cerro (San José del Palmito)
catalogo_colonias6714,0019,80014,Agrarista Mexicana
catalogo_colonias6715,0019,80606,La Boca
catalogo_colonias6716,0019,80733,Los Mimbritos
catalogo_colonias6717,0019,80928,Chicorato
catalogo_colonias6718,0019,81101,Agua Blanca
catalogo_colonias6719,0019,81535,Toro Manchado
catalogo_colonias6720,0019,81632,El Cachorón (La Esmeralda)
catalogo_colonias6721,0019,81756,La Estancia de Baymena
catalogo_colonias6722,0019,82642,Agua Caliente de Jacobo
catalogo_colonias6723,0019,82758,La Bebelama
catalogo_colonias6724,0019,82923,La Ciénega
catalogo_colonias6725,0019,83393,Los Chinos
catalogo_colonias6726,0019,83516,Unión King
catalogo_colonias6727,0019,84195,Parcela de Rosendo Hernández
catalogo_colonias6728,0019,84325,Cañada de las Sandías (Las Delicias)
catalogo_colonias6729,0019,84397,El Leoncito
catalogo_colonias6730,0019,84515,La Labor
catalogo_colonias6731,0019,85280,Leobardo Ibarra Gandara
catalogo_colonias6732,0019,85423,Las Acacias
catalogo_colonias6733,0019,85520,La Candelaria
catalogo_colonias6734,0019,86233,San Isidro 2da. Sección
catalogo_colonias6735,0019,86486,Las Esperanzas
catalogo_colonias6736,0019,87018,Praderas de  Victoria
catalogo_colonias6737,0019,88177,Nueva Victoria
catalogo_colonias6738,0019,90090,Loma Bonita
catalogo_colonias6739,0019,90287,Agua Escondida
catalogo_colonias6740,0019,91016,Ruben R Jaramillo
catalogo_colonias6741,0019,94344,Omiquila
catalogo_colonias6742,0019,95083,Los Chacones
catalogo_colonias6743,0019,95347,La Guadalupe
catalogo_colonias6744,0019,95420,El Pedregal
catalogo_colonias6745,0019,95479,Boca del Barco (Boca de San Juan)
catalogo_colonias6746,0019,95625,General Guadalupe Victoria
catalogo_colonias6747,0019,95687,Un Rincón de Santiago
catalogo_colonias6748,0019,96934,Chichonal
catalogo_colonias6749,0019,96998,Río Azul (Licenciado Rafael Murillo Vidal)
catalogo_colonias6750,0019,97312,Los Faisanes de Tixcacal
catalogo_colonias6751,0019,97370,Puerta Esmeralda
catalogo_colonias6752,0019,98040,Bancomer
catalogo_colonias6753,0019,98513,La Sauceda
