id,c_localidad,c_estado,descripcion
catalogos_localidades559,32,OAX,San Pedro Tapanatepec
catalogos_localidades560,32,VER,Cuitláhuac
catalogos_localidades561,33,GRO,Chilapa de Álvarez
catalogos_localidades562,33,GUA,Apaseo el Alto
catalogos_localidades563,33,JAL,Jamay
catalogos_localidades564,33,OAX,Vicente Camalote
catalogos_localidades565,33,VER,Fortín de las Flores
catalogos_localidades566,34,GRO,Tlapa de Comonfort
catalogos_localidades567,34,GUA,Ciudad Manuel Doblado
catalogos_localidades568,34,JAL,Yahualica de González Gallo
catalogos_localidades569,34,OAX,Villa de Tamazulápam del Progreso
catalogos_localidades570,34,VER,Alvarado
catalogos_localidades571,35,GRO,Tlalixtaquilla
catalogos_localidades572,35,GUA,Jaral del Progreso
catalogos_localidades573,35,JAL,Colotlán
catalogos_localidades574,35,OAX,San Juan Bautista lo de Soto
catalogos_localidades575,35,VER,José Cardel
catalogos_localidades576,36,GRO,Cuajinicuilapa
catalogos_localidades577,36,GUA,San Diego de la Unión
catalogos_localidades578,36,JAL,Cihuatlán
catalogos_localidades579,36,MEX,Chiconcuac
catalogos_localidades580,36,OAX,San Juan Cacahuatepec
catalogos_localidades581,36,VER,Banderilla
catalogos_localidades582,37,GRO,Huamuxtitlan
catalogos_localidades583,37,GUA,Santa Cruz Juventino Rosas
catalogos_localidades584,37,JAL,Zapotiltic
catalogos_localidades585,37,OAX,San Pedro Totolapa
catalogos_localidades586,37,VER,Paraje Nuevo
catalogos_localidades587,38,GRO,Cruz Grande
catalogos_localidades588,38,GUA,Doctor Mora
catalogos_localidades589,38,JAL,Villa Corona
catalogos_localidades590,38,OAX,San Miguel el Grande
catalogos_localidades591,38,VER,Playa Vicente
catalogos_localidades592,39,GRO,Ocotito
catalogos_localidades593,39,GUA,Dolores Hgo. Cuna de la Indep. Nal.
catalogos_localidades594,39,JAL,Teocaltiche
catalogos_localidades595,39,MEX,Almoloya de Juárez
catalogos_localidades596,39,OAX,Zimatlán de Álvarez
catalogos_localidades597,39,VER,Altotonga
catalogos_localidades598,40,GRO,Copala
catalogos_localidades599,40,MEX,Ocoyoacac
catalogos_localidades600,40,OAX,San Pablo Huitzo
catalogos_localidades601,40,VER,Juan Díaz Covarrubias
catalogos_localidades602,41,GRO,Zihuatanejo
catalogos_localidades603,41,JAL,Tequila
catalogos_localidades604,41,MEX,Zumpango
catalogos_localidades605,41,OAX,San Francisco Telixtlahuaca
catalogos_localidades606,41,VER,Cuichapa
catalogos_localidades607,42,JAL,El Quince (San José el Quince)
catalogos_localidades608,42,OAX,Mariscala de Juárez
catalogos_localidades609,42,VER,Santiago Tuxtla
catalogos_localidades610,43,JAL,San José el Verde (El Verde)
catalogos_localidades611,43,OAX,Santiago Pinotepa Nacional
catalogos_localidades612,43,VER,Huayacocotla
catalogos_localidades613,44,JAL,Jocotepec
catalogos_localidades614,44,OAX,Santiago Jamiltepec
catalogos_localidades615,44,VER,Paso de Ovejas
catalogos_localidades616,45,JAL,Tecalitlán
catalogos_localidades617,45,OAX,San Pedro Pochutla
catalogos_localidades618,45,VER,Catemaco
catalogos_localidades619,46,JAL,Chapala
catalogos_localidades620,46,OAX,Heroica Ciudad de Tlaxiaco
catalogos_localidades621,46,VER,Nogales
catalogos_localidades622,47,JAL,Ajijic
catalogos_localidades623,47,OAX,San Juan Bautista Valle Nacional
catalogos_localidades624,47,VER,Las Choapas
catalogos_localidades625,48,JAL,San Ignacio Cerro Gordo
catalogos_localidades626,48,OAX,Lagunas
catalogos_localidades627,48,VER,General Miguel Alemán (Potrero Nuevo)
catalogos_localidades628,49,JAL,Zacoalco de Torres
catalogos_localidades629,49,OAX,Ciudad Ixtepec
catalogos_localidades630,49,VER,Coatzintla
catalogos_localidades631,50,JAL,Huejuquilla el Alto
catalogos_localidades632,50,OAX,Santiago Juxtlahuaca
catalogos_localidades633,50,VER,Ángel R. Cabada
catalogos_localidades634,51,JAL,Villa Hidalgo
catalogos_localidades635,51,OAX,San Sebastián Tecomaxtlahuaca
catalogos_localidades636,51,VER,San Rafael
catalogos_localidades637,52,JAL,Unión de San Antonio
catalogos_localidades638,52,OAX,Asunción Nochixtlán
catalogos_localidades639,52,VER,Tlacojalpan
catalogos_localidades640,53,JAL,Las Pintitas
catalogos_localidades641,53,OAX,San Francisco Ixhuatán
catalogos_localidades642,53,VER,Cosoleacaque
catalogos_localidades643,54,JAL,Tamazula de Gordiano
catalogos_localidades644,54,OAX,San Blas Atempa
catalogos_localidades645,54,VER,Lerdo de Tejada
catalogos_localidades646,55,JAL,Acatlán de Juárez
catalogos_localidades647,55,OAX,Santo Domingo Tehuantepec
catalogos_localidades648,55,VER,Tihuatlán
catalogos_localidades649,56,JAL,Valle de Guadalupe
catalogos_localidades650,56,OAX,Cuilápam de Guerrero
catalogos_localidades651,56,VER,Atoyac
catalogos_localidades652,57,OAX,El Rosario
catalogos_localidades653,57,VER,Huiloapan de Cuauhtémoc
catalogos_localidades654,58,OAX,Santa Lucia del Camino
catalogos_localidades655,58,VER,Cazones de Herrera
catalogos_localidades656,59,OAX,San Antonio de la Cal
catalogos_localidades657,59,VER,Yecuatla
catalogos_localidades658,60,VER,Soledad de Doblado
catalogos_localidades659,61,VER,Cerro Azul
catalogos_localidades660,62,VER,Tezonapa
catalogos_localidades661,66,VER,Sihuapan
catalogos_localidades662,67,VER,El Higo
catalogos_localidades663,68,VER,Paso del Macho
catalogos_localidades664,69,VER,Tlapacoyan
