id,clave_identificacion,descripcion,clave_transporte
catalogos_estaciones540,EA420,Ingeniero Alberto Acuña Ongay,03
catalogos_estaciones541,EA421,Palenque,03
catalogos_estaciones542,EA422,Tapachula,03
catalogos_estaciones543,EA423,Angel Albino Corzo,03
catalogos_estaciones544,EA424,Abraham González,03
catalogos_estaciones545,EA425,General Roberto Fierro Villalobos,03
catalogos_estaciones546,EA426,Benito Juárez,03
catalogos_estaciones547,EA427,Ciudad Acuña,03
catalogos_estaciones548,EA428,Venustiano Carranza,03
catalogos_estaciones549,EA429,Piedras Negras,03
catalogos_estaciones550,EA430,Plan De Guadalupe,03
catalogos_estaciones551,EA431,Francisco Sarabia,03
catalogos_estaciones552,EA432,Licenciado Miguel De La Madrid,03
catalogos_estaciones553,EA433,Playa De Oro,03
catalogos_estaciones554,EA434,General Guadalupe Victoria,03
catalogos_estaciones555,EA435,Base Aérea Militar No.1 Santa Lucia,03
catalogos_estaciones556,EA436,Licenciado Adolfo Lopez Mateos,03
catalogos_estaciones557,EA437,Guanajuato,03
catalogos_estaciones558,EA438,General Juan N. Alvarez,03
catalogos_estaciones559,EA439,Ixtapa Zihuatanejo,03
catalogos_estaciones560,EA440,Don Miguel Hidalgo Y Costilla,03
catalogos_estaciones561,EA441,Francisco Primo De Verdad,03
catalogos_estaciones562,EA442,Licenciado Gustavo Díaz Ordaz,03
catalogos_estaciones563,EA443,Lázaro Cárdenas,03
catalogos_estaciones564,EA444,General Francisco J. Mujica,03
catalogos_estaciones565,EA445,Licenciado Y General Ignacio Lopez Rayón,03
catalogos_estaciones566,EA446,General Mariano Matamoros,03
catalogos_estaciones567,EA447,Amado Nervo,03
catalogos_estaciones568,EA448,General Mariano Escobedo,03
catalogos_estaciones569,EA449,Aeropuerto Del Norte,03
catalogos_estaciones570,EA450,Bahías De Huatulco,03
catalogos_estaciones571,EA451,Ixtepec,03
catalogos_estaciones572,EA452,Xoxocotlan,03
catalogos_estaciones573,EA453,Puerto Escondido,03
catalogos_estaciones574,EA454,Estación Aeronaval De Salina Cruz,03
catalogos_estaciones575,EA455,Hermanos Serdán,03
catalogos_estaciones576,EA456,Ingeniero Fernando Espinoza Gutiérrez,03
catalogos_estaciones577,EA457,Chetumal,03
catalogos_estaciones578,EA458,Cancún,03
catalogos_estaciones579,EA459,Cozumel,03
catalogos_estaciones580,EA460,Ponciano Arriaga,03
catalogos_estaciones581,EA461,Tamuin,03
catalogos_estaciones582,EA462,Federal De Bachigualato,03
catalogos_estaciones583,EA463,Federal Del Valle Del Fuerte,03
catalogos_estaciones584,EA464,General Rafael Buelna,03
catalogos_estaciones585,EA465,Ciudad Obregón,03
catalogos_estaciones586,EA466,General Jose Maria Yáñez,03
catalogos_estaciones587,EA467,General Ignacio Pesqueira Garcia,03
catalogos_estaciones588,EA468,Nogales,03
catalogos_estaciones589,EA469,Punta Peñasco,03
catalogos_estaciones590,EA470,C.P.A. Carlos Rovirosa Perez,03
catalogos_estaciones591,EA471,General Pedro J. Méndez,03
catalogos_estaciones592,EA472,General Servando Canales,03
catalogos_estaciones593,EA473,Quetzalcóatl,03
catalogos_estaciones594,EA474,General Lucio Blanco,03
catalogos_estaciones595,EA475,General Francisco Javier Mina,03
catalogos_estaciones596,EA476,El Lencero,03
catalogos_estaciones597,EA477,Minatitlán,03
catalogos_estaciones598,EA478,El Tajín,03
catalogos_estaciones599,EA479,General Heriberto Jara Corona,03
catalogos_estaciones600,EA480,Chichen Itzá,03
catalogos_estaciones601,EA481,Licenciado Manuel Crescencio Rejón,03
catalogos_estaciones602,EA482,General Leobardo C. Ruiz,03
catalogos_estaciones603,EA483,Augusto Cesar Sandino,03
catalogos_estaciones604,EA484,Flesland,03
catalogos_estaciones605,EA485,Oslo,03
catalogos_estaciones606,EA486,Sola,03
catalogos_estaciones607,EA487,Vaernes,03
catalogos_estaciones608,EA488,Woodbourne,03
catalogos_estaciones609,EA489,Schiphol,03
catalogos_estaciones610,EA490,Reina Beatrix,03
catalogos_estaciones611,EA491,Hato,03
catalogos_estaciones612,EA492,Princess Juliana,03
catalogos_estaciones613,EA493,Panamá Pacifico,03
catalogos_estaciones614,EA494,Enrique Malek,03
catalogos_estaciones615,EA495,Tocumen,03
catalogos_estaciones616,EA496,Salamo,03
catalogos_estaciones617,EA497,Guaraní,03
catalogos_estaciones618,EA498,Carlos Miguel Jimenez,03
catalogos_estaciones619,EA499,Capitán Fap Jose A. Quiñones González,03
catalogos_estaciones620,EA500,Jorge Chávez,03
catalogos_estaciones621,EA501,Capitán Fap Renán Elías Olivera,03
catalogos_estaciones622,EA502,Frederic Chopin,03
catalogos_estaciones623,EA503,Humberto Delgado,03
catalogos_estaciones624,EA504,Francisco Sa Carneiro,03
catalogos_estaciones625,EA505,Santa Maria,03
catalogos_estaciones626,EA506,Aeroporto Das Lajes,03
catalogos_estaciones627,EA507,Hamad,03
catalogos_estaciones628,EA508,L.F. Wade,03
catalogos_estaciones629,EA509,Belfast,03
catalogos_estaciones630,EA510,George Best,03
catalogos_estaciones631,EA511,Birmingham,03
catalogos_estaciones632,EA512,Bournemouth,03
catalogos_estaciones633,EA513,Bristol,03
catalogos_estaciones634,EA514,Cardiff,03
catalogos_estaciones635,EA515,Doncaster Sheffield,03
catalogos_estaciones636,EA516,Edinburgh,03
catalogos_estaciones637,EA517,East Midlands,03
catalogos_estaciones638,EA518,Exeter,03
catalogos_estaciones639,EA519,Abbotsinch,03
catalogos_estaciones640,EA520,Leeds Bradford,03
catalogos_estaciones641,EA521,London City,03
catalogos_estaciones642,EA522,Gatwick,03
catalogos_estaciones643,EA523,Heathrow,03
catalogos_estaciones644,EA524,Raf Lakenheath,03
catalogos_estaciones645,EA525,Ringway,03
catalogos_estaciones646,EA526,Newcastle,03
catalogos_estaciones647,EA527,Providenciales,03
catalogos_estaciones648,EA528,Stansted,03
catalogos_estaciones649,EA529,Vaclav Havel,03
catalogos_estaciones650,EA530,Incheon,03
catalogos_estaciones651,EA531,Samana El Catey,03
catalogos_estaciones652,EA532,Casa De Campo,03
catalogos_estaciones653,EA533,Gregorio Luperón,03
catalogos_estaciones654,EA534,Punta Cana,03
catalogos_estaciones655,EA535,Las Américas,03
catalogos_estaciones656,EA536,Domodedovo,03
catalogos_estaciones657,EA537,Pulkovo,03
catalogos_estaciones658,EA538,Sheremetyevo,03
catalogos_estaciones659,EA539,Vnukovo,03
catalogos_estaciones660,EA540,O.R. Tambo,03
catalogos_estaciones661,EA541,Arlanda,03
catalogos_estaciones662,EA542,Landvetter,03
catalogos_estaciones663,EA543,Kalmar,03
catalogos_estaciones664,EA544,Kallax,03
catalogos_estaciones665,EA545,Kungsängen,03
catalogos_estaciones666,EA546,Umeå,03
catalogos_estaciones667,EA547,Zürich-Kloten,03
catalogos_estaciones668,EA548,Tainan,03
catalogos_estaciones669,EA549,Piarco International,03
catalogos_estaciones670,EA550,Carrasco/General Cesareo L. Berisso,03
catalogos_estaciones671,EA551,General Jose Antonio Anzoátegui,03
catalogos_estaciones672,EA552,Jacinto Lara,03
catalogos_estaciones673,EA553,Simón Bolívar,03
catalogos_estaciones674,EA554,Josefa Camejo,03
catalogos_estaciones675,EA555,La Chinita,03
catalogos_estaciones676,EA556,Santiago Mariño,03
catalogos_estaciones677,EA557,General Manuel Carlos Piar,03
catalogos_estaciones678,EA558,Las Flecheras,03
catalogos_estaciones679,EA559,Juan Pablo Perez Alfonso,03
catalogos_estaciones680,EA560,Arturo Michelena International,03
catalogos_estaciones681,EA561,Extranjera,03
catalogos_estaciones682,EF001,Pantaco,04
catalogos_estaciones683,EF002,Valle de México,04
catalogos_estaciones684,EF003,Tlalnepantla,04
catalogos_estaciones685,EF004,Lechería,04
catalogos_estaciones686,EF005,Cuautitlán,04
catalogos_estaciones687,EF006,Teoloyucan,04
catalogos_estaciones688,EF007,Huehuetoca,04
catalogos_estaciones689,EF008,El Salto,04
catalogos_estaciones690,EF009,Dorantes,04
catalogos_estaciones691,EF010,Cruz Azul,04
catalogos_estaciones692,EF011,Tolteca,04
catalogos_estaciones693,EF012,Tula,04
catalogos_estaciones694,EF013,San Juan del Rio,04
catalogos_estaciones695,EF014,Coachiti,04
catalogos_estaciones696,EF015,El Tunal,04
catalogos_estaciones697,EF016,Apaseo,04
catalogos_estaciones698,EF017,Celaya,04
catalogos_estaciones699,EF018,Crespo,04
catalogos_estaciones700,EF019,Cortázar,04
catalogos_estaciones701,EF020,Villagrán,04
catalogos_estaciones702,EF021,Molino Sarabia,04
catalogos_estaciones703,EF022,Univex,04
catalogos_estaciones704,EF023,Salamanca,04
catalogos_estaciones705,EF024,Chico,04
catalogos_estaciones706,EF025,Irapuato,04
catalogos_estaciones707,EF026,Arandas,04
catalogos_estaciones708,EF027,Copalillo,04
catalogos_estaciones709,EF028,Vieyra,04
catalogos_estaciones710,EF029,Villalobos,04
catalogos_estaciones711,EF030,Pico de Oro,04
catalogos_estaciones712,EF031,El Cerrito,04
catalogos_estaciones713,EF032,Silao,04
catalogos_estaciones714,EF033,Nápoles,04
catalogos_estaciones715,EF034,Trinidad,04
catalogos_estaciones716,EF035,León,04
catalogos_estaciones717,EF036,La Mora,04
catalogos_estaciones718,EF037,El Potrerito,04
catalogos_estaciones719,EF038,San Francisco del Rincón,04
catalogos_estaciones720,EF039,Guanajal,04
catalogos_estaciones721,EF040,San Bartolo,04
catalogos_estaciones722,EF041,Pedrito,04
catalogos_estaciones723,EF042,Carolina,04
catalogos_estaciones724,EF043,Corral Blanco,04
catalogos_estaciones725,EF044,Loma,04
catalogos_estaciones726,EF045,Lagos de Moreno,04
catalogos_estaciones727,EF046,Mira,04
catalogos_estaciones728,EF047,Los Salas,04
catalogos_estaciones729,EF048,Placa KM. A-503,04
catalogos_estaciones730,EF049,Castro,04
catalogos_estaciones731,EF050,Doble,04
catalogos_estaciones732,EF051,Santa Maria de Enmedio,04
catalogos_estaciones733,EF052,San Juan de los Lagos,04
catalogos_estaciones734,EF053,Placa KM. A-529,04
catalogos_estaciones735,EF054,Encarnación,04
catalogos_estaciones736,EF055,El Tigre,04
catalogos_estaciones737,EF056,Peruelas,04
catalogos_estaciones738,EF057,Arellano,04
catalogos_estaciones739,EF058,Aguascalientes,04
catalogos_estaciones740,EF059,Placa KM. A-592,04
catalogos_estaciones741,EF060,Chicalote,04
catalogos_estaciones742,EF061,Garabato,04
catalogos_estaciones743,EF062,Pabellón,04
catalogos_estaciones744,EF063,Rincón de Romos,04
catalogos_estaciones745,EF064,Punta,04
catalogos_estaciones746,EF065,Adames,04
catalogos_estaciones747,EF066,Berriozábal,04
catalogos_estaciones748,EF067,Tlacotes,04
catalogos_estaciones749,EF068,Palmira,04
catalogos_estaciones750,EF069,Trancoso,04
catalogos_estaciones751,EF070,San Gerónimo,04
catalogos_estaciones752,EF071,Rafael S. Martinez,04
catalogos_estaciones753,EF072,Zacatecas,04
catalogos_estaciones754,EF073,El Brillo,04
catalogos_estaciones755,EF074,Pimienta,04
catalogos_estaciones756,EF075,Morelos,04
catalogos_estaciones757,EF076,Victor Rosales,04
catalogos_estaciones758,EF077,Ojuelos,04
catalogos_estaciones759,EF078,Fresnillo,04
catalogos_estaciones760,EF079,Mendoza,04
catalogos_estaciones761,EF080,Gutiérrez,04
catalogos_estaciones762,EF081,Mezquite,04
catalogos_estaciones763,EF082,El Saucillo,04
catalogos_estaciones764,EF083,Felipe Pescador,04
catalogos_estaciones765,EF084,Cedro,04
catalogos_estaciones766,EF085,Edmundo,04
catalogos_estaciones767,EF086,La Colorada,04
catalogos_estaciones768,EF087,Urbieta,04
catalogos_estaciones769,EF088,Pacheco,04
catalogos_estaciones770,EF089,Alamillo,04
catalogos_estaciones771,EF090,La Sección,04
catalogos_estaciones772,EF091,Dpal,04
catalogos_estaciones773,EF092,Carlos,04
catalogos_estaciones774,EF093,Camacho,04
catalogos_estaciones775,EF094,Fuertes,04
catalogos_estaciones776,EF095,San Isidro,04
catalogos_estaciones777,EF096,Symon,04
catalogos_estaciones778,EF097,Ryvas,04
catalogos_estaciones779,EF098,Acacio,04
catalogos_estaciones780,EF099,La Mancha,04
catalogos_estaciones781,EF100,Darías,04
catalogos_estaciones782,EF101,Calvo,04
catalogos_estaciones783,EF102,El Centinela,04
catalogos_estaciones784,EF103,Peralta,04
catalogos_estaciones785,EF104,Otto,04
catalogos_estaciones786,EF105,La Flor,04
catalogos_estaciones787,EF106,Jimulco,04
catalogos_estaciones788,EF107,Los Trizar,04
catalogos_estaciones789,EF108,Jalisco,04
catalogos_estaciones790,EF109,Amador,04
catalogos_estaciones791,EF110,Picardías,04
catalogos_estaciones792,EF111,Nazareno,04
catalogos_estaciones793,EF112,Mieleras,04
catalogos_estaciones794,EF113,La Perla,04
catalogos_estaciones795,EF114,Torreón,04
catalogos_estaciones796,EF115,Torreón,04
catalogos_estaciones797,EF116,AI. IANZA,04
catalogos_estaciones798,EF117,Gomez Palacio,04
catalogos_estaciones799,EF118,El Vergel,04
catalogos_estaciones800,EF119,NOE,04
catalogos_estaciones801,EF120,Cadena,04
catalogos_estaciones802,EF121,Maravasco,04
catalogos_estaciones803,EF122,Bermejillo,04
catalogos_estaciones804,EF123,Sierrita,04
catalogos_estaciones805,EF124,Peronal,04
catalogos_estaciones806,EF125,Banderas,04
catalogos_estaciones807,EF126,Conejos,04
catalogos_estaciones808,EF127,El Bolsón,04
catalogos_estaciones809,EF128,Yermo,04
catalogos_estaciones810,EF129,Ceballos,04
catalogos_estaciones811,EF130,Zavalza,04
catalogos_estaciones812,EF131,Escalón,04
catalogos_estaciones813,EF132,Asunsolo,04
catalogos_estaciones814,EF133,Rellano,04
catalogos_estaciones815,EF134,Mugoz,04
catalogos_estaciones816,EF135,Corralitos,04
catalogos_estaciones817,EF136,Lolita,04
catalogos_estaciones818,EF137,Jimenez,04
catalogos_estaciones819,EF138,La Reforma,04
catalogos_estaciones820,EF139,Díaz,04
catalogos_estaciones821,EF140,La Enramada,04
catalogos_estaciones822,EF141,Florido,04
catalogos_estaciones823,EF142,Santa Rosalía Camargo,04
catalogos_estaciones824,EF143,La Sección,04
catalogos_estaciones825,EF144,La Cruz,04
catalogos_estaciones826,EF145,Aurelio,04
catalogos_estaciones827,EF146,Concho,04
catalogos_estaciones828,EF147,Saucillo,04
catalogos_estaciones829,EF148,Armendáriz,04
catalogos_estaciones830,EF149,Rosetilla,04
catalogos_estaciones831,EF150,Las Delicias,04
catalogos_estaciones832,EF151,Meoqui,04
catalogos_estaciones833,EF152,Consuelo,04
catalogos_estaciones834,EF153,Hondonada,04
catalogos_estaciones835,EF154,Bachimba,04
catalogos_estaciones836,EF155,Abraham González,04
catalogos_estaciones837,EF156,Francisco Villa,04
catalogos_estaciones838,EF157,Horcasitas,04
catalogos_estaciones839,EF158,Los Martinez,04
catalogos_estaciones840,EF159,Mapula,04
catalogos_estaciones841,EF160,Alberto,04
catalogos_estaciones842,EF161,Morse,04
catalogos_estaciones843,EF162,Tabalaopa,04
catalogos_estaciones844,EF163,Chihuahua,04
catalogos_estaciones845,EF164,Cuilty,04
catalogos_estaciones846,EF165,Corral,04
catalogos_estaciones847,EF166,Molinar,04
catalogos_estaciones848,EF167,Terrazas,04
catalogos_estaciones849,EF168,Sauz,04
catalogos_estaciones850,EF169,Pirale,04
catalogos_estaciones851,EF170,Encinillas,04
catalogos_estaciones852,EF171,Parrita,04
catalogos_estaciones853,EF172,Ojo Laguna,04
catalogos_estaciones854,EF173,Arados,04
catalogos_estaciones855,EF174,Mocho,04
catalogos_estaciones856,EF175,Loaeza,04
catalogos_estaciones857,EF176,Gallego,04
catalogos_estaciones858,EF177,El Sueco,04
catalogos_estaciones859,EF178,Chavatito,04
catalogos_estaciones860,EF179,Moctezuma,04
catalogos_estaciones861,EF180,Las Minas,04
catalogos_estaciones862,EF181,Vado,04
catalogos_estaciones863,EF182,Carrizal,04
catalogos_estaciones864,EF183,Ahumada,04
catalogos_estaciones865,EF184,Juan Jose,04
catalogos_estaciones866,EF185,Lucero,04
catalogos_estaciones867,EF186,Ranchería,04
catalogos_estaciones868,EF187,Candelaria,04
catalogos_estaciones869,EF188,Los Médanos,04
catalogos_estaciones870,EF189,Samalayuca,04
catalogos_estaciones871,EF190,Desierto,04
catalogos_estaciones872,EF191,Meseta,04
catalogos_estaciones873,EF192,Ciudad Juárez,04
catalogos_estaciones874,EF193,Iturbe,04
catalogos_estaciones875,EF194,Embarcadero Central,04
catalogos_estaciones876,EF195,Tlaxcoapan,04
catalogos_estaciones877,EF196,Tetepango,04
catalogos_estaciones878,EF197,Valentín,04
catalogos_estaciones879,EF198,El Gorrión,04
catalogos_estaciones880,EF199,Rosal,04
catalogos_estaciones881,EF200,General Zaragoza,04
catalogos_estaciones882,EF201,Benito Juárez,04
catalogos_estaciones883,EF202,Tlaxiaca,04
catalogos_estaciones884,EF203,Tecamatl,04
catalogos_estaciones885,EF204,Concepción,04
catalogos_estaciones886,EF205,Los Lobos,04
catalogos_estaciones887,EF206,Garma,04
catalogos_estaciones888,EF207,Valle de Santiago,04
catalogos_estaciones889,EF208,Covadonga,04
catalogos_estaciones890,EF209,Brande,04
catalogos_estaciones891,EF210,La Bolsa,04
catalogos_estaciones892,EF211,Jaral del Progreso,04
catalogos_estaciones893,EF212,Cuarta Parte,04
catalogos_estaciones894,EF213,La Cuesta,04
catalogos_estaciones895,EF214,Teresa,04
catalogos_estaciones896,EF215,Noche Buena,04
catalogos_estaciones897,EF216,Marfol,04
catalogos_estaciones898,EF217,Guanajuato,04
catalogos_estaciones899,EF218,AEDO,04
catalogos_estaciones900,EF219,Dinamita,04
catalogos_estaciones901,EF220,Buenavista,04
catalogos_estaciones902,EF221,Huehuetoca,04
catalogos_estaciones903,EF222,Tlaltepoxco,04
catalogos_estaciones904,EF223,Tula,04
catalogos_estaciones905,EF224,Daxthi,04
catalogos_estaciones906,EF225,Aragón,04
catalogos_estaciones907,EF226,Dazu,04
catalogos_estaciones908,EF227,Pachuquilla,04
catalogos_estaciones909,EF228,Polotitlan,04
catalogos_estaciones910,EF229,Palmillas,04
catalogos_estaciones911,EF230,San Juan del Rio,04
catalogos_estaciones912,EF231,Ahorcado,04
catalogos_estaciones913,EF232,La Griega,04
catalogos_estaciones914,EF233,Querétaro,04
catalogos_estaciones915,EF234,Valle de México,04
catalogos_estaciones916,EF235,Lechería,04
catalogos_estaciones917,EF236,Cuautitlán,04
catalogos_estaciones918,EF237,Teoloyucan,04
catalogos_estaciones919,EF238,Huehuetoca,04
catalogos_estaciones920,EF239,San Sebastián,04
catalogos_estaciones921,EF240,Apaxco,04
catalogos_estaciones922,EF241,Vito,04
catalogos_estaciones923,EF242,Calera,04
catalogos_estaciones924,EF243,Bojay,04
catalogos_estaciones925,EF244,Teocalco,04
catalogos_estaciones926,EF245,Carrasco,04
catalogos_estaciones927,EF246,Endo,04
catalogos_estaciones928,EF247,Magua,04
catalogos_estaciones929,EF248,Sayula,04
catalogos_estaciones930,EF249,Rancho Nuevo,04
catalogos_estaciones931,EF250,Escandón,04
catalogos_estaciones932,EF251,Aragón,04
catalogos_estaciones933,EF252,Nopala,04
catalogos_estaciones934,EF253,Mejia,04
catalogos_estaciones935,EF254,Huichapan,04
catalogos_estaciones936,EF255,San Jose de Atlan,04
catalogos_estaciones937,EF256,Atlan,04
catalogos_estaciones938,EF257,El Zapote,04
catalogos_estaciones939,EF258,Rayón,04
catalogos_estaciones940,EF259,Cambalache,04
catalogos_estaciones941,EF260,Mercader,04
catalogos_estaciones942,EF261,Bernal,04
catalogos_estaciones943,EF262,San Nicolás,04
catalogos_estaciones944,EF263,La Llave,04
catalogos_estaciones945,EF264,La Fuente,04
catalogos_estaciones946,EF265,Noria,04
catalogos_estaciones947,EF266,Viborillas,04
catalogos_estaciones948,EF267,Fertimex,04
catalogos_estaciones949,EF268,Las Adjuntas,04
catalogos_estaciones950,EF269,Mariscala,04
catalogos_estaciones951,EF270,Cosio,04
catalogos_estaciones952,EF271,Jocoqui,04
catalogos_estaciones953,EF272,Escobedo,04
catalogos_estaciones954,EF273,Comonfort,04
catalogos_estaciones955,EF274,Rinconcillo,04
catalogos_estaciones956,EF275,Dolores Hidalgo,04
catalogos_estaciones957,EF276,Rio Laja,04
catalogos_estaciones958,EF277,Villa de Reyes,04
catalogos_estaciones959,EF278,Jesus Maria,04
catalogos_estaciones960,EF279,La Pila,04
catalogos_estaciones961,EF280,Esparita,04
catalogos_estaciones962,EF281,San Luis Potosí,04
catalogos_estaciones963,EF282,Perasco,04
catalogos_estaciones964,EF283,Pinto,04
catalogos_estaciones965,EF284,Arriola,04
catalogos_estaciones966,EF285,Bocas,04
catalogos_estaciones967,EF286,Enramada,04
catalogos_estaciones968,EF287,Moctezuma,04
catalogos_estaciones969,EF288,Venado,04
catalogos_estaciones970,EF289,Laborcilla,04
catalogos_estaciones971,EF290,Charcas,04
catalogos_estaciones972,EF291,Laguna Seca,04
catalogos_estaciones973,EF292,El Cubo,04
catalogos_estaciones974,EF293,Berrendo,04
catalogos_estaciones975,EF294,La Maroma,04
catalogos_estaciones976,EF295,Coronados,04
catalogos_estaciones977,EF296,Madley,04
catalogos_estaciones978,EF297,Catorce,04
catalogos_estaciones979,EF298,Poblazon,04
catalogos_estaciones980,EF299,Collado,04
catalogos_estaciones981,EF300,Venegas,04
catalogos_estaciones982,EF301,La Trueba,04
catalogos_estaciones983,EF302,San Vicente,04
catalogos_estaciones984,EF303,El Salado,04
catalogos_estaciones985,EF304,San Salvador,04
catalogos_estaciones986,EF305,La Ventura,04
catalogos_estaciones987,EF306,Huron,04
catalogos_estaciones988,EF307,Santa Elena,04
catalogos_estaciones989,EF308,Ledezma,04
catalogos_estaciones990,EF309,La Zacatera,04
catalogos_estaciones991,EF310,Gomez Farías,04
catalogos_estaciones992,EF311,San Miguel,04
catalogos_estaciones993,EF312,Guillermo,04
catalogos_estaciones994,EF313,El Cobre,04
catalogos_estaciones995,EF314,Benjamin Méndez,04
catalogos_estaciones996,EF315,Agua Nueva,04
catalogos_estaciones997,EF316,Encantada,04
catalogos_estaciones998,EF317,Angostura,04
catalogos_estaciones999,EF318,Saltillo,04
catalogos_estaciones1000,EF319,Almacenes,04
catalogos_estaciones1001,EF320,ZINCAMEX,04
catalogos_estaciones1002,EF321,Rojas,04
catalogos_estaciones1003,EF322,Ramiro E. Martinez,04
catalogos_estaciones1004,EF323,Ramos Arizpe,04
catalogos_estaciones1005,EF324,Santa Maria,04
catalogos_estaciones1006,EF325,Ojo Caliente,04
catalogos_estaciones1007,EF326,Higueras,04
catalogos_estaciones1008,EF327,La Mariposa,04
catalogos_estaciones1009,EF328,Rinconada,04
catalogos_estaciones1010,EF329,Los Fierros,04
catalogos_estaciones1011,EF330,Soledad,04
catalogos_estaciones1012,EF331,Garcia,04
catalogos_estaciones1013,EF332,Alcali,04
catalogos_estaciones1014,EF333,Durazno,04
catalogos_estaciones1015,EF334,Santa Catarina,04
catalogos_estaciones1016,EF335,Leona,04
catalogos_estaciones1017,EF336,Monterrey,04
catalogos_estaciones1018,EF337,Cortavia 9,04
catalogos_estaciones1019,EF338,Ramón Travieso,04
catalogos_estaciones1020,EF339,Topo,04
catalogos_estaciones1021,EF340,Leal,04
catalogos_estaciones1022,EF341,Salinas Victoria,04
catalogos_estaciones1023,EF342,Morales,04
catalogos_estaciones1024,EF343,El Puerto,04
catalogos_estaciones1025,EF344,Álamo,04
catalogos_estaciones1026,EF345,Villaldama,04
catalogos_estaciones1027,EF346,Bustamante,04
catalogos_estaciones1028,EF347,Golondrinas,04
catalogos_estaciones1029,EF348,Candela,04
catalogos_estaciones1030,EF349,Brasil,04
catalogos_estaciones1031,EF350,Lampazos,04
catalogos_estaciones1032,EF351,Naranjo,04
catalogos_estaciones1033,EF352,Rodriguez,04
catalogos_estaciones1034,EF353,Anáhuac,04
catalogos_estaciones1035,EF354,Huizachito,04
catalogos_estaciones1036,EF355,Jarita,04
catalogos_estaciones1037,EF356,Sanchez,04
catalogos_estaciones1038,EF357,Sección Sanchez,04
catalogos_estaciones1039,EF358,Nuevo Laredo,04
catalogos_estaciones1040,EF359,Montelongo,04
catalogos_estaciones1041,EF360,Delgadillo,04
catalogos_estaciones1042,EF361,Siete Reales,04
catalogos_estaciones1043,EF362,Lourdes,04
catalogos_estaciones1044,EF363,San Luis de la Paz,04
catalogos_estaciones1045,EF364,Pozos,04
catalogos_estaciones1046,EF365,Vanegas de Abajo,04
catalogos_estaciones1047,EF366,Tepiche,04
catalogos_estaciones1048,EF367,San Isidro,04
catalogos_estaciones1049,EF368,Cedral,04
catalogos_estaciones1050,EF369,Las Tuzas,04
catalogos_estaciones1051,EF370,La Cabra,04
catalogos_estaciones1052,EF371,San Jose de las Trojes,04
catalogos_estaciones1053,EF372,Matehuala,04
catalogos_estaciones1054,EF373,Chichimequillas,04
catalogos_estaciones1055,EF374,Puerto Carrozas,04
catalogos_estaciones1056,EF375,San José Iturbide,04
catalogos_estaciones1057,EF376,Presa de la Cebada,04
catalogos_estaciones1058,EF377,Ing. Buchaman Lopez,04
catalogos_estaciones1059,EF378,Piedra de Lumbre,04
catalogos_estaciones1060,EF379,Parritas,04
catalogos_estaciones1061,EF380,Melchor,04
catalogos_estaciones1062,EF381,San Felipe,04
catalogos_estaciones1063,EF382,Pronapade,04
catalogos_estaciones1064,EF383,San Miguel Allende,04
catalogos_estaciones1065,EF384,Josefa O. de Domínguez,04
catalogos_estaciones1066,EF385,Los Garcia,04
catalogos_estaciones1067,EF386,Escobedo,04
catalogos_estaciones1068,EF387,Salitre,04
catalogos_estaciones1069,EF388,Melville,04
catalogos_estaciones1070,EF389,Las Cotuchas,04
catalogos_estaciones1071,EF390,Jazminal,04
catalogos_estaciones1072,EF391,San Carlos,04
catalogos_estaciones1073,EF392,San Miguel,04
catalogos_estaciones1074,EF393,Avalos,04
catalogos_estaciones1075,EF394,Margarita,04
catalogos_estaciones1076,EF395,Nuevo Laredo,04
catalogos_estaciones1077,EF396,San Luis Potosí,04
catalogos_estaciones1078,EF397,Buenavista,04
catalogos_estaciones1079,EF398,Huehuetoca,04
catalogos_estaciones1080,EF399,Tlaltepoxco,04
catalogos_estaciones1081,EF400,Tula,04
catalogos_estaciones1082,EF401,BAXTHI,04
catalogos_estaciones1083,EF402,Aragón,04
catalogos_estaciones1084,EF403,Dañu,04
catalogos_estaciones1085,EF404,Pachuquilla,04
catalogos_estaciones1086,EF405,Polotitlan,04
catalogos_estaciones1087,EF406,Palmillas,04
catalogos_estaciones1088,EF407,San Juan del Rio,04
catalogos_estaciones1089,EF408,Ahorcado,04
catalogos_estaciones1090,EF409,La Griega,04
catalogos_estaciones1091,EF410,Querétaro,04
catalogos_estaciones1092,EF411,Julia,04
catalogos_estaciones1093,EF412,Los Morales,04
catalogos_estaciones1094,EF413,San Pedro de los Pinos,04
catalogos_estaciones1095,EF414,Olivar,04
catalogos_estaciones1096,EF415,Contreras,04
catalogos_estaciones1097,EF416,Eslava,04
catalogos_estaciones1098,EF417,Ajusco,04
catalogos_estaciones1099,EF418,Parres,04
catalogos_estaciones1100,EF419,Cima,04
catalogos_estaciones1101,EF420,Toro,04
catalogos_estaciones1102,EF421,Tezoyo,04
catalogos_estaciones1103,EF422,Tres Cumbres,04
catalogos_estaciones1104,EF423,El Parque,04
catalogos_estaciones1105,EF424,Alarcón,04
catalogos_estaciones1106,EF425,Ramón,04
catalogos_estaciones1107,EF426,Cuernavaca,04
catalogos_estaciones1108,EF427,Plama KM. C-126,04
catalogos_estaciones1109,EF428,Mango,04
catalogos_estaciones1110,EF429,Emiliano Zapata,04
catalogos_estaciones1111,EF430,Tezoyuca,04
catalogos_estaciones1112,EF431,Tetecalita,04
