id,clave,nombre
catalogos_clave_unidad455,BLL,Barril (EUA)
catalogos_clave_unidad456,BLD,Barril seco (EUA)
catalogos_clave_unidad457,GLD,Galón seco (EUA)
catalogos_clave_unidad458,QTD,Cuarto seco (estados unidos)
catalogos_clave_unidad459,G26,Estere
catalogos_clave_unidad460,G21,Taza (unidad de volumen)
catalogos_clave_unidad461,G24,Cucharada (estados unidos)
catalogos_clave_unidad462,G25,Cucharilla (estados unidos)
catalogos_clave_unidad463,G23,Peck
catalogos_clave_unidad464,M67,Acre-pie
catalogos_clave_unidad465,M68,Cordón
catalogos_clave_unidad466,M69,Milla cúbica (reino unido)
catalogos_clave_unidad467,M70,Unidad tradicional de capacidad de carga
catalogos_clave_unidad468,Q32,Femtolitro
catalogos_clave_unidad469,Q33,Picolitro
catalogos_clave_unidad470,Q34,Nanolitro
catalogos_clave_unidad471,NM3,Metro cúbico normalizado
catalogos_clave_unidad472,SM3,Metro cúbico estándar
